Survived,PassengerId,Pclass,Sex,SibSp,Parch,Fare,Embarked,Deck,countDeck,Title,port_sex,Age_bin,FamilySize,Ticket_freq,Sex_Embarked,Sex_Deck,Sex_Title,Sex_FamilySize,Embarked_Deck,Embarked_Title,Embarked_FamilySize,Deck_Title,Deck_FamilySize,Title_FamilySize,poly0,poly1,poly2,poly3,poly4,poly5,poly6,poly7,poly8,poly9,poly10,poly11,poly12,poly13,poly14,poly15,poly16,poly17,poly18,poly19,poly20,poly21,poly22,poly23,poly24,poly25,poly26,poly27,poly28,poly29,poly30,poly31,poly32,poly33,poly34,poly35,poly36,poly37,poly38,poly39,poly40,poly41,poly42,poly43,poly44,poly45,poly46,poly47,poly48,poly49,poly50,poly51,poly52,poly53
0,154,3,male,0,2,14,S,U,1014,Mr,623,7,Small,3,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,154.0,3.0,0.0,2.0,14.0,1014.0,623.0,7.0,3.0,23716.0,462.0,0.0,308.0,2156.0,156156.0,95942.0,1078.0,462.0,9.0,0.0,6.0,42.0,3042.0,1869.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,2028.0,1246.0,14.0,6.0,196.0,14196.0,8722.0,98.0,42.0,1028196.0,631722.0,7098.0,3042.0,388129.0,4361.0,1869.0,49.0,21.0,9.0
0,155,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,155.0,3.0,0.0,0.0,7.0,1014.0,623.0,7.0,1.0,24025.0,465.0,0.0,0.0,1085.0,157170.0,96565.0,1085.0,155.0,9.0,0.0,0.0,21.0,3042.0,1869.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,49.0,7.0,1028196.0,631722.0,7098.0,1014.0,388129.0,4361.0,623.0,49.0,7.0,1.0
0,156,1,male,0,1,61,C,U,1014,Mr,157,9,Small,2,male_,male_,male_,male_,C_,C_,C_,U_,U_,Mr_,156.0,1.0,0.0,1.0,61.0,1014.0,157.0,9.0,2.0,24336.0,156.0,0.0,156.0,9516.0,158184.0,24492.0,1404.0,312.0,1.0,0.0,1.0,61.0,1014.0,157.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,1014.0,157.0,9.0,2.0,3721.0,61854.0,9577.0,549.0,122.0,1028196.0,159198.0,9126.0,2028.0,24649.0,1413.0,314.0,81.0,18.0,4.0
1,157,3,female,0,0,7,Q,U,1014,Miss,60,0,Alone,1,female_,female_,female_,female_,Q_,Q_,Q_,U_,U_,Miss_,157.0,3.0,0.0,0.0,7.0,1014.0,60.0,0.0,1.0,24649.0,471.0,0.0,0.0,1099.0,159198.0,9420.0,0.0,157.0,9.0,0.0,0.0,21.0,3042.0,180.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,420.0,0.0,7.0,1028196.0,60840.0,0.0,1014.0,3600.0,0.0,60.0,0.0,0.0,1.0
0,158,3,male,0,0,8,S,U,1014,Mr,623,5,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,158.0,3.0,0.0,0.0,8.0,1014.0,623.0,5.0,1.0,24964.0,474.0,0.0,0.0,1264.0,160212.0,98434.0,790.0,158.0,9.0,0.0,0.0,24.0,3042.0,1869.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,40.0,8.0,1028196.0,631722.0,5070.0,1014.0,388129.0,3115.0,623.0,25.0,5.0,1.0
0,159,3,male,0,0,8,S,U,1014,Mr,623,3,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,159.0,3.0,0.0,0.0,8.0,1014.0,623.0,3.0,1.0,25281.0,477.0,0.0,0.0,1272.0,161226.0,99057.0,477.0,159.0,9.0,0.0,0.0,24.0,3042.0,1869.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,24.0,8.0,1028196.0,631722.0,3042.0,1014.0,388129.0,1869.0,623.0,9.0,3.0,1.0
0,160,3,male,8,2,69,S,U,1014,Master,623,1,Large,11,male_,male_,male_,male_,S_,S_,S_,U_,U_,Master_,160.0,3.0,8.0,2.0,69.0,1014.0,623.0,1.0,11.0,25600.0,480.0,1280.0,320.0,11040.0,162240.0,99680.0,160.0,1760.0,9.0,24.0,6.0,207.0,3042.0,1869.0,3.0,33.0,64.0,16.0,552.0,8112.0,4984.0,8.0,88.0,4.0,138.0,2028.0,1246.0,2.0,22.0,4761.0,69966.0,42987.0,69.0,759.0,1028196.0,631722.0,1014.0,11154.0,388129.0,623.0,6853.0,1.0,11.0,121.0
0,161,3,male,0,1,16,S,U,1014,Mr,623,8,Small,2,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,161.0,3.0,0.0,1.0,16.0,1014.0,623.0,8.0,2.0,25921.0,483.0,0.0,161.0,2576.0,163254.0,100303.0,1288.0,322.0,9.0,0.0,3.0,48.0,3042.0,1869.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1014.0,623.0,8.0,2.0,256.0,16224.0,9968.0,128.0,32.0,1028196.0,631722.0,8112.0,2028.0,388129.0,4984.0,1246.0,64.0,16.0,4.0
1,162,2,female,0,0,15,S,U,1014,Mrs,293,7,Alone,2,female_,female_,female_,female_,S_,S_,S_,U_,U_,Mrs_,162.0,2.0,0.0,0.0,15.0,1014.0,293.0,7.0,2.0,26244.0,324.0,0.0,0.0,2430.0,164268.0,47466.0,1134.0,324.0,4.0,0.0,0.0,30.0,2028.0,586.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,15210.0,4395.0,105.0,30.0,1028196.0,297102.0,7098.0,2028.0,85849.0,2051.0,586.0,49.0,14.0,4.0
0,163,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,163.0,3.0,0.0,0.0,7.0,1014.0,623.0,4.0,1.0,26569.0,489.0,0.0,0.0,1141.0,165282.0,101549.0,652.0,163.0,9.0,0.0,0.0,21.0,3042.0,1869.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,28.0,7.0,1028196.0,631722.0,4056.0,1014.0,388129.0,2492.0,623.0,16.0,4.0,1.0
0,164,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,164.0,3.0,0.0,0.0,8.0,1014.0,623.0,1.0,1.0,26896.0,492.0,0.0,0.0,1312.0,166296.0,102172.0,164.0,164.0,9.0,0.0,0.0,24.0,3042.0,1869.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,8.0,8.0,1028196.0,631722.0,1014.0,1014.0,388129.0,623.0,623.0,1.0,1.0,1.0
0,165,3,male,4,1,39,S,U,1014,Master,623,0,Medium,7,male_,male_,male_,male_,S_,S_,S_,U_,U_,Master_,165.0,3.0,4.0,1.0,39.0,1014.0,623.0,0.0,7.0,27225.0,495.0,660.0,165.0,6435.0,167310.0,102795.0,0.0,1155.0,9.0,12.0,3.0,117.0,3042.0,1869.0,0.0,21.0,16.0,4.0,156.0,4056.0,2492.0,0.0,28.0,1.0,39.0,1014.0,623.0,0.0,7.0,1521.0,39546.0,24297.0,0.0,273.0,1028196.0,631722.0,0.0,7098.0,388129.0,0.0,4361.0,0.0,0.0,49.0
1,166,3,male,0,2,20,S,U,1014,Master,623,0,Small,3,male_,male_,male_,male_,S_,S_,S_,U_,U_,Master_,166.0,3.0,0.0,2.0,20.0,1014.0,623.0,0.0,3.0,27556.0,498.0,0.0,332.0,3320.0,168324.0,103418.0,0.0,498.0,9.0,0.0,6.0,60.0,3042.0,1869.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,2028.0,1246.0,0.0,6.0,400.0,20280.0,12460.0,0.0,60.0,1028196.0,631722.0,0.0,3042.0,388129.0,0.0,1869.0,0.0,0.0,9.0
1,167,1,female,0,1,55,S,E,41,Mrs,293,4,Small,2,female_,female_,female_,female_,S_,S_,S_,E_,E_,Mrs_,167.0,1.0,0.0,1.0,55.0,41.0,293.0,4.0,2.0,27889.0,167.0,0.0,167.0,9185.0,6847.0,48931.0,668.0,334.0,1.0,0.0,1.0,55.0,41.0,293.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,41.0,293.0,4.0,2.0,3025.0,2255.0,16115.0,220.0,110.0,1681.0,12013.0,164.0,82.0,85849.0,1172.0,586.0,16.0,8.0,4.0
0,168,3,female,1,4,27,S,U,1014,Mrs,293,8,Medium,6,female_,female_,female_,female_,S_,S_,S_,U_,U_,Mrs_,168.0,3.0,1.0,4.0,27.0,1014.0,293.0,8.0,6.0,28224.0,504.0,168.0,672.0,4536.0,170352.0,49224.0,1344.0,1008.0,9.0,3.0,12.0,81.0,3042.0,879.0,24.0,18.0,1.0,4.0,27.0,1014.0,293.0,8.0,6.0,16.0,108.0,4056.0,1172.0,32.0,24.0,729.0,27378.0,7911.0,216.0,162.0,1028196.0,297102.0,8112.0,6084.0,85849.0,2344.0,1758.0,64.0,48.0,36.0
0,169,1,male,0,0,25,S,U,1014,Mr,623,7,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,169.0,1.0,0.0,0.0,25.0,1014.0,623.0,7.0,1.0,28561.0,169.0,0.0,0.0,4225.0,171366.0,105287.0,1183.0,169.0,1.0,0.0,0.0,25.0,1014.0,623.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,25350.0,15575.0,175.0,25.0,1028196.0,631722.0,7098.0,1014.0,388129.0,4361.0,623.0,49.0,7.0,1.0
0,170,3,male,0,0,56,S,U,1014,Mr,623,4,Alone,8,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,170.0,3.0,0.0,0.0,56.0,1014.0,623.0,4.0,8.0,28900.0,510.0,0.0,0.0,9520.0,172380.0,105910.0,680.0,1360.0,9.0,0.0,0.0,168.0,3042.0,1869.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,56784.0,34888.0,224.0,448.0,1028196.0,631722.0,4056.0,8112.0,388129.0,2492.0,4984.0,16.0,32.0,64.0
0,171,1,male,0,0,33,S,B,65,Mr,623,9,Alone,1,male_,male_,male_,male_,S_,S_,S_,B_,B_,Mr_,171.0,1.0,0.0,0.0,33.0,65.0,623.0,9.0,1.0,29241.0,171.0,0.0,0.0,5643.0,11115.0,106533.0,1539.0,171.0,1.0,0.0,0.0,33.0,65.0,623.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,2145.0,20559.0,297.0,33.0,4225.0,40495.0,585.0,65.0,388129.0,5607.0,623.0,81.0,9.0,1.0
0,172,3,male,4,1,29,Q,U,1014,Master,63,0,Medium,6,male_,male_,male_,male_,Q_,Q_,Q_,U_,U_,Master_,172.0,3.0,4.0,1.0,29.0,1014.0,63.0,0.0,6.0,29584.0,516.0,688.0,172.0,4988.0,174408.0,10836.0,0.0,1032.0,9.0,12.0,3.0,87.0,3042.0,189.0,0.0,18.0,16.0,4.0,116.0,4056.0,252.0,0.0,24.0,1.0,29.0,1014.0,63.0,0.0,6.0,841.0,29406.0,1827.0,0.0,174.0,1028196.0,63882.0,0.0,6084.0,3969.0,0.0,378.0,0.0,0.0,36.0
1,173,3,female,1,1,11,S,U,1014,Miss,293,0,Small,3,female_,female_,female_,female_,S_,S_,S_,U_,U_,Miss_,173.0,3.0,1.0,1.0,11.0,1014.0,293.0,0.0,3.0,29929.0,519.0,173.0,173.0,1903.0,175422.0,50689.0,0.0,519.0,9.0,3.0,3.0,33.0,3042.0,879.0,0.0,9.0,1.0,1.0,11.0,1014.0,293.0,0.0,3.0,1.0,11.0,1014.0,293.0,0.0,3.0,121.0,11154.0,3223.0,0.0,33.0,1028196.0,297102.0,0.0,3042.0,85849.0,0.0,879.0,0.0,0.0,9.0
0,174,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,174.0,3.0,0.0,0.0,7.0,1014.0,623.0,2.0,1.0,30276.0,522.0,0.0,0.0,1218.0,176436.0,108402.0,348.0,174.0,9.0,0.0,0.0,21.0,3042.0,1869.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,14.0,7.0,1028196.0,631722.0,2028.0,1014.0,388129.0,1246.0,623.0,4.0,2.0,1.0
0,175,1,male,0,0,30,C,A,22,Mr,157,9,Alone,1,male_,male_,male_,male_,C_,C_,C_,A_,A_,Mr_,175.0,1.0,0.0,0.0,30.0,22.0,157.0,9.0,1.0,30625.0,175.0,0.0,0.0,5250.0,3850.0,27475.0,1575.0,175.0,1.0,0.0,0.0,30.0,22.0,157.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,660.0,4710.0,270.0,30.0,484.0,3454.0,198.0,22.0,24649.0,1413.0,157.0,81.0,9.0,1.0
0,176,3,male,1,1,7,S,U,1014,Mr,623,1,Small,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,176.0,3.0,1.0,1.0,7.0,1014.0,623.0,1.0,1.0,30976.0,528.0,176.0,176.0,1232.0,178464.0,109648.0,176.0,176.0,9.0,3.0,3.0,21.0,3042.0,1869.0,3.0,3.0,1.0,1.0,7.0,1014.0,623.0,1.0,1.0,1.0,7.0,1014.0,623.0,1.0,1.0,49.0,7098.0,4361.0,7.0,7.0,1028196.0,631722.0,1014.0,1014.0,388129.0,623.0,623.0,1.0,1.0,1.0
0,177,3,male,3,1,25,S,U,1014,Master,623,7,Medium,5,male_,male_,male_,male_,S_,S_,S_,U_,U_,Master_,177.0,3.0,3.0,1.0,25.0,1014.0,623.0,7.0,5.0,31329.0,531.0,531.0,177.0,4425.0,179478.0,110271.0,1239.0,885.0,9.0,9.0,3.0,75.0,3042.0,1869.0,21.0,15.0,9.0,3.0,75.0,3042.0,1869.0,21.0,15.0,1.0,25.0,1014.0,623.0,7.0,5.0,625.0,25350.0,15575.0,175.0,125.0,1028196.0,631722.0,7098.0,5070.0,388129.0,4361.0,3115.0,49.0,35.0,25.0
0,178,1,female,0,0,28,C,C,94,Miss,113,9,Alone,1,female_,female_,female_,female_,C_,C_,C_,C_,C_,Miss_,178.0,1.0,0.0,0.0,28.0,94.0,113.0,9.0,1.0,31684.0,178.0,0.0,0.0,4984.0,16732.0,20114.0,1602.0,178.0,1.0,0.0,0.0,28.0,94.0,113.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,2632.0,3164.0,252.0,28.0,8836.0,10622.0,846.0,94.0,12769.0,1017.0,113.0,81.0,9.0,1.0
0,179,2,male,0,0,13,S,U,1014,Mr,623,5,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,179.0,2.0,0.0,0.0,13.0,1014.0,623.0,5.0,1.0,32041.0,358.0,0.0,0.0,2327.0,181506.0,111517.0,895.0,179.0,4.0,0.0,0.0,26.0,2028.0,1246.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,8099.0,65.0,13.0,1028196.0,631722.0,5070.0,1014.0,388129.0,3115.0,623.0,25.0,5.0,1.0
0,180,3,male,0,0,0,S,U,1014,Mr,623,7,Alone,4,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,180.0,3.0,0.0,0.0,0.0,1014.0,623.0,7.0,4.0,32400.0,540.0,0.0,0.0,0.0,182520.0,112140.0,1260.0,720.0,9.0,0.0,0.0,0.0,3042.0,1869.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028196.0,631722.0,7098.0,4056.0,388129.0,4361.0,2492.0,49.0,28.0,16.0
0,181,3,female,8,2,69,S,U,1014,Miss,293,6,Large,11,female_,female_,female_,female_,S_,S_,S_,U_,U_,Miss_,181.0,3.0,8.0,2.0,69.0,1014.0,293.0,6.0,11.0,32761.0,543.0,1448.0,362.0,12489.0,183534.0,53033.0,1086.0,1991.0,9.0,24.0,6.0,207.0,3042.0,879.0,18.0,33.0,64.0,16.0,552.0,8112.0,2344.0,48.0,88.0,4.0,138.0,2028.0,586.0,12.0,22.0,4761.0,69966.0,20217.0,414.0,759.0,1028196.0,297102.0,6084.0,11154.0,85849.0,1758.0,3223.0,36.0,66.0,121.0
0,182,2,male,0,0,15,C,U,1014,Mr,157,5,Alone,1,male_,male_,male_,male_,C_,C_,C_,U_,U_,Mr_,182.0,2.0,0.0,0.0,15.0,1014.0,157.0,5.0,1.0,33124.0,364.0,0.0,0.0,2730.0,184548.0,28574.0,910.0,182.0,4.0,0.0,0.0,30.0,2028.0,314.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,15210.0,2355.0,75.0,15.0,1028196.0,159198.0,5070.0,1014.0,24649.0,785.0,157.0,25.0,5.0,1.0
0,183,3,male,4,2,31,S,U,1014,Master,623,0,Large,7,male_,male_,male_,male_,S_,S_,S_,U_,U_,Master_,183.0,3.0,4.0,2.0,31.0,1014.0,623.0,0.0,7.0,33489.0,549.0,732.0,366.0,5673.0,185562.0,114009.0,0.0,1281.0,9.0,12.0,6.0,93.0,3042.0,1869.0,0.0,21.0,16.0,8.0,124.0,4056.0,2492.0,0.0,28.0,4.0,62.0,2028.0,1246.0,0.0,14.0,961.0,31434.0,19313.0,0.0,217.0,1028196.0,631722.0,0.0,7098.0,388129.0,0.0,4361.0,0.0,0.0,49.0
1,184,2,male,2,1,39,S,F,21,Master,623,0,Small,4,male_,male_,male_,male_,S_,S_,S_,F_,F_,Master_,184.0,2.0,2.0,1.0,39.0,21.0,623.0,0.0,4.0,33856.0,368.0,368.0,184.0,7176.0,3864.0,114632.0,0.0,736.0,4.0,4.0,2.0,78.0,42.0,1246.0,0.0,8.0,4.0,2.0,78.0,42.0,1246.0,0.0,8.0,1.0,39.0,21.0,623.0,0.0,4.0,1521.0,819.0,24297.0,0.0,156.0,441.0,13083.0,0.0,84.0,388129.0,0.0,2492.0,0.0,0.0,16.0
1,185,3,female,0,2,22,S,U,1014,Miss,293,0,Small,3,female_,female_,female_,female_,S_,S_,S_,U_,U_,Miss_,185.0,3.0,0.0,2.0,22.0,1014.0,293.0,0.0,3.0,34225.0,555.0,0.0,370.0,4070.0,187590.0,54205.0,0.0,555.0,9.0,0.0,6.0,66.0,3042.0,879.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,2028.0,586.0,0.0,6.0,484.0,22308.0,6446.0,0.0,66.0,1028196.0,297102.0,0.0,3042.0,85849.0,0.0,879.0,0.0,0.0,9.0
0,186,1,male,0,0,50,S,A,22,Mr,623,7,Alone,1,male_,male_,male_,male_,S_,S_,S_,A_,A_,Mr_,186.0,1.0,0.0,0.0,50.0,22.0,623.0,7.0,1.0,34596.0,186.0,0.0,0.0,9300.0,4092.0,115878.0,1302.0,186.0,1.0,0.0,0.0,50.0,22.0,623.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,1100.0,31150.0,350.0,50.0,484.0,13706.0,154.0,22.0,388129.0,4361.0,623.0,49.0,7.0,1.0
1,187,3,female,1,0,15,Q,U,1014,Mrs,60,8,Small,2,female_,female_,female_,female_,Q_,Q_,Q_,U_,U_,Mrs_,187.0,3.0,1.0,0.0,15.0,1014.0,60.0,8.0,2.0,34969.0,561.0,187.0,0.0,2805.0,189618.0,11220.0,1496.0,374.0,9.0,3.0,0.0,45.0,3042.0,180.0,24.0,6.0,1.0,0.0,15.0,1014.0,60.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,15210.0,900.0,120.0,30.0,1028196.0,60840.0,8112.0,2028.0,3600.0,480.0,120.0,64.0,16.0,4.0
1,188,1,male,0,0,26,S,U,1014,Mr,623,8,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,188.0,1.0,0.0,0.0,26.0,1014.0,623.0,8.0,1.0,35344.0,188.0,0.0,0.0,4888.0,190632.0,117124.0,1504.0,188.0,1.0,0.0,0.0,26.0,1014.0,623.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,26364.0,16198.0,208.0,26.0,1028196.0,631722.0,8112.0,1014.0,388129.0,4984.0,623.0,64.0,8.0,1.0
0,189,3,male,1,1,15,Q,U,1014,Mr,63,7,Small,2,male_,male_,male_,male_,Q_,Q_,Q_,U_,U_,Mr_,189.0,3.0,1.0,1.0,15.0,1014.0,63.0,7.0,2.0,35721.0,567.0,189.0,189.0,2835.0,191646.0,11907.0,1323.0,378.0,9.0,3.0,3.0,45.0,3042.0,189.0,21.0,6.0,1.0,1.0,15.0,1014.0,63.0,7.0,2.0,1.0,15.0,1014.0,63.0,7.0,2.0,225.0,15210.0,945.0,105.0,30.0,1028196.0,63882.0,7098.0,2028.0,3969.0,441.0,126.0,49.0,14.0,4.0
0,190,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,190.0,3.0,0.0,0.0,7.0,1014.0,623.0,7.0,1.0,36100.0,570.0,0.0,0.0,1330.0,192660.0,118370.0,1330.0,190.0,9.0,0.0,0.0,21.0,3042.0,1869.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,49.0,7.0,1028196.0,631722.0,7098.0,1014.0,388129.0,4361.0,623.0,49.0,7.0,1.0
1,191,2,female,0,0,13,S,U,1014,Mrs,293,6,Alone,1,female_,female_,female_,female_,S_,S_,S_,U_,U_,Mrs_,191.0,2.0,0.0,0.0,13.0,1014.0,293.0,6.0,1.0,36481.0,382.0,0.0,0.0,2483.0,193674.0,55963.0,1146.0,191.0,4.0,0.0,0.0,26.0,2028.0,586.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,3809.0,78.0,13.0,1028196.0,297102.0,6084.0,1014.0,85849.0,1758.0,293.0,36.0,6.0,1.0
0,192,2,male,0,0,13,S,U,1014,Mr,623,1,Alone,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,192.0,2.0,0.0,0.0,13.0,1014.0,623.0,1.0,1.0,36864.0,384.0,0.0,0.0,2496.0,194688.0,119616.0,192.0,192.0,4.0,0.0,0.0,26.0,2028.0,1246.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,8099.0,13.0,13.0,1028196.0,631722.0,1014.0,1014.0,388129.0,623.0,623.0,1.0,1.0,1.0
1,193,3,female,1,0,7,S,U,1014,Miss,293,1,Small,1,female_,female_,female_,female_,S_,S_,S_,U_,U_,Miss_,193.0,3.0,1.0,0.0,7.0,1014.0,293.0,1.0,1.0,37249.0,579.0,193.0,0.0,1351.0,195702.0,56549.0,193.0,193.0,9.0,3.0,0.0,21.0,3042.0,879.0,3.0,3.0,1.0,0.0,7.0,1014.0,293.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,2051.0,7.0,7.0,1028196.0,297102.0,1014.0,1014.0,85849.0,293.0,293.0,1.0,1.0,1.0
1,194,2,male,1,1,26,S,F,21,Master,623,0,Small,3,male_,male_,male_,male_,S_,S_,S_,F_,F_,Master_,194.0,2.0,1.0,1.0,26.0,21.0,623.0,0.0,3.0,37636.0,388.0,194.0,194.0,5044.0,4074.0,120862.0,0.0,582.0,4.0,2.0,2.0,52.0,42.0,1246.0,0.0,6.0,1.0,1.0,26.0,21.0,623.0,0.0,3.0,1.0,26.0,21.0,623.0,0.0,3.0,676.0,546.0,16198.0,0.0,78.0,441.0,13083.0,0.0,63.0,388129.0,0.0,1869.0,0.0,0.0,9.0
1,195,1,female,0,0,27,C,B,65,Mrs,113,8,Alone,1,female_,female_,female_,female_,C_,C_,C_,B_,B_,Mrs_,195.0,1.0,0.0,0.0,27.0,65.0,113.0,8.0,1.0,38025.0,195.0,0.0,0.0,5265.0,12675.0,22035.0,1560.0,195.0,1.0,0.0,0.0,27.0,65.0,113.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,1755.0,3051.0,216.0,27.0,4225.0,7345.0,520.0,65.0,12769.0,904.0,113.0,64.0,8.0,1.0
1,196,1,female,0,0,146,C,B,65,Miss,113,9,Alone,3,female_,female_,female_,female_,C_,C_,C_,B_,B_,Miss_,196.0,1.0,0.0,0.0,146.0,65.0,113.0,9.0,3.0,38416.0,196.0,0.0,0.0,28616.0,12740.0,22148.0,1764.0,588.0,1.0,0.0,0.0,146.0,65.0,113.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21316.0,9490.0,16498.0,1314.0,438.0,4225.0,7345.0,585.0,195.0,12769.0,1017.0,339.0,81.0,27.0,9.0
0,197,3,male,0,0,7,Q,U,1014,Mr,63,6,Alone,1,male_,male_,male_,male_,Q_,Q_,Q_,U_,U_,Mr_,197.0,3.0,0.0,0.0,7.0,1014.0,63.0,6.0,1.0,38809.0,591.0,0.0,0.0,1379.0,199758.0,12411.0,1182.0,197.0,9.0,0.0,0.0,21.0,3042.0,189.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,441.0,42.0,7.0,1028196.0,63882.0,6084.0,1014.0,3969.0,378.0,63.0,36.0,6.0,1.0
0,198,3,male,0,1,8,S,U,1014,Mr,623,8,Small,1,male_,male_,male_,male_,S_,S_,S_,U_,U_,Mr_,198.0,3.0,0.0,1.0,8.0,1014.0,623.0,8.0,1.0,39204.0,594.0,0.0,198.0,1584.0,200772.0,123354.0,1584.0,198.0,9.0,0.0,3.0,24.0,3042.0,1869.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1014.0,623.0,8.0,1.0,64.0,8112.0,4984.0,64.0,8.0,1028196.0,631722.0,8112.0,1014.0,388129.0,4984.0,623.0,64.0,8.0,1.0
