Survived,Pclass,SibSp,Fare,Age_bin,Ticket_freq,16,24,25,27,60
0,1,1,55,9,2,1.0,1.0,0.0,0.0,1.0
1,1,1,120,0,4,0.0,0.0,1.0,1.0,0.0
0,3,2,34,2,5,0.0,0.0,1.0,1.0,0.0
1,2,2,18,3,3,0.0,0.0,1.0,1.0,0.0
0,1,1,263,9,6,1.0,1.0,0.0,0.0,1.0
0,2,0,10,5,1,1.0,1.0,0.0,0.0,1.0
1,2,1,26,8,3,0.0,0.0,1.0,1.0,0.0
0,3,0,9,2,1,1.0,1.0,0.0,0.0,1.0
0,3,1,7,3,1,1.0,1.0,0.0,0.0,1.0
1,2,0,13,4,1,0.0,0.0,1.0,1.0,0.0
1,3,0,8,1,1,1.0,1.0,0.0,0.0,1.0
1,1,0,81,0,3,0.0,1.0,0.0,0.0,0.0
1,2,0,19,0,2,0.0,0.0,1.0,1.0,0.0
1,1,0,26,6,1,1.0,1.0,0.0,0.0,1.0
1,3,2,19,0,4,0.0,0.0,1.0,1.0,0.0
1,1,0,30,9,1,0.0,1.0,0.0,0.0,0.0
0,2,1,27,7,4,1.0,1.0,0.0,0.0,1.0
0,3,1,19,3,1,1.0,1.0,0.0,0.0,1.0
0,1,0,27,5,1,1.0,1.0,0.0,0.0,1.0
1,1,1,89,9,2,1.0,1.0,0.0,0.0,1.0
0,3,0,8,6,1,1.0,1.0,0.0,0.0,1.0
1,3,0,7,5,1,1.0,1.0,0.0,0.0,1.0
0,1,0,26,9,1,1.0,1.0,0.0,0.0,1.0
1,1,1,51,8,2,0.0,0.0,1.0,1.0,0.0
1,2,0,10,9,1,0.0,0.0,1.0,1.0,0.0
0,3,0,7,6,1,1.0,1.0,0.0,0.0,1.0
1,1,0,26,8,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,6,1,1.0,1.0,0.0,0.0,1.0
0,1,0,38,8,1,1.0,1.0,0.0,0.0,1.0
0,2,0,13,8,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,2,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,7,1,1.0,1.0,0.0,0.0,1.0
0,2,0,0,3,3,1.0,1.0,0.0,0.0,1.0
0,1,0,26,9,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,6,1,1.0,1.0,0.0,0.0,1.0
1,3,2,19,0,4,0.0,0.0,1.0,1.0,0.0
0,3,0,7,6,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,7,1,1.0,1.0,0.0,0.0,1.0
1,2,1,27,6,4,0.0,0.0,1.0,1.0,0.0
1,2,0,13,3,1,0.0,0.0,1.0,1.0,0.0
0,3,0,9,2,1,0.0,0.0,1.0,1.0,0.0
0,1,0,52,6,2,1.0,1.0,0.0,0.0,1.0
0,2,1,21,6,2,1.0,1.0,0.0,0.0,1.0
0,3,1,7,5,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,2,1,1.0,1.0,0.0,0.0,1.0
1,3,0,12,0,2,0.0,0.0,1.0,1.0,0.0
0,3,5,46,0,8,0.0,1.0,0.0,0.0,0.0
0,2,0,0,7,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,9,1,1.0,1.0,0.0,0.0,1.0
1,3,0,9,9,1,0.0,0.0,1.0,1.0,0.0
1,1,1,91,3,2,1.0,1.0,0.0,0.0,1.0
0,3,3,25,1,5,0.0,0.0,1.0,1.0,0.0
1,1,1,90,6,2,0.0,0.0,1.0,1.0,0.0
0,1,0,29,9,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,5,1,1.0,1.0,0.0,0.0,1.0
1,3,1,15,0,3,0.0,1.0,0.0,0.0,0.0
0,3,1,19,1,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,2,1,1.0,1.0,0.0,0.0,1.0
0,1,0,30,9,1,1.0,1.0,0.0,0.0,1.0
0,1,0,49,9,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,2,1,1.0,1.0,0.0,0.0,1.0
0,3,0,14,6,2,1.0,1.0,0.0,0.0,1.0
1,1,1,78,9,2,0.0,0.0,1.0,1.0,0.0
0,3,0,15,7,2,1.0,1.0,0.0,0.0,1.0
0,1,1,151,3,6,0.0,0.0,1.0,1.0,0.0
0,3,0,7,3,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,1,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,2,1,0.0,0.0,1.0,1.0,0.0
0,3,0,7,8,1,0.0,0.0,1.0,1.0,0.0
0,3,0,9,7,1,0.0,0.0,1.0,1.0,0.0
1,1,0,86,1,3,0.0,0.0,1.0,1.0,0.0
0,1,1,108,1,3,1.0,1.0,0.0,0.0,1.0
1,2,0,26,6,3,0.0,0.0,1.0,1.0,0.0
1,1,0,26,2,1,1.0,1.0,0.0,0.0,1.0
0,3,0,22,4,3,1.0,1.0,0.0,0.0,1.0
1,3,0,56,4,8,1.0,1.0,0.0,0.0,1.0
1,3,0,7,5,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,7,1,1.0,1.0,0.0,0.0,1.0
1,1,0,26,7,1,1.0,1.0,0.0,0.0,1.0
1,1,1,59,9,2,0.0,0.0,1.0,1.0,0.0
0,3,0,7,3,1,1.0,1.0,0.0,0.0,1.0
0,1,0,34,8,1,1.0,1.0,0.0,0.0,1.0
1,2,0,10,6,1,0.0,0.0,1.0,1.0,0.0
0,3,0,24,4,3,1.0,1.0,0.0,0.0,1.0
1,2,1,26,7,2,0.0,0.0,1.0,1.0,0.0
0,3,0,7,6,1,1.0,1.0,0.0,0.0,1.0
1,1,0,93,5,4,0.0,0.0,1.0,1.0,0.0
0,3,0,7,2,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,8,1,1.0,1.0,0.0,0.0,1.0
1,1,0,57,8,2,0.0,0.0,1.0,1.0,0.0
0,3,0,7,1,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,8,1,1.0,1.0,0.0,0.0,1.0
1,2,0,10,9,1,0.0,0.0,1.0,1.0,0.0
0,1,0,221,3,4,1.0,1.0,0.0,0.0,1.0
0,3,0,7,7,1,1.0,1.0,0.0,0.0,1.0
0,2,2,11,3,1,1.0,1.0,0.0,0.0,1.0
1,2,1,26,0,3,0.0,0.0,1.0,1.0,0.0
0,3,0,7,1,1,1.0,1.0,0.0,0.0,1.0
0,3,1,7,1,1,1.0,1.0,0.0,0.0,1.0
1,3,0,22,7,3,0.0,0.0,1.0,1.0,0.0
0,3,0,8,5,1,0.0,0.0,1.0,1.0,0.0
1,2,0,26,0,3,0.0,0.0,1.0,1.0,0.0
0,1,0,26,8,1,0.0,1.0,0.0,0.0,0.0
1,1,0,106,5,3,0.0,0.0,1.0,1.0,0.0
0,3,0,14,6,2,1.0,1.0,0.0,0.0,1.0
1,1,0,49,2,1,0.0,0.0,1.0,1.0,0.0
1,1,0,71,7,2,0.0,0.0,1.0,1.0,0.0
0,3,4,31,0,7,0.0,0.0,1.0,1.0,0.0
0,3,4,31,0,7,0.0,0.0,1.0,1.0,0.0
1,2,1,26,6,2,1.0,1.0,0.0,0.0,1.0
0,1,1,106,9,3,1.0,1.0,0.0,0.0,1.0
0,1,0,26,9,1,1.0,1.0,0.0,0.0,1.0
1,2,1,26,1,2,0.0,0.0,1.0,1.0,0.0
1,2,0,13,3,1,1.0,1.0,0.0,0.0,1.0
0,3,1,20,6,3,1.0,1.0,0.0,0.0,1.0
1,2,1,36,0,4,0.0,1.0,0.0,0.0,0.0
1,1,0,110,1,4,1.0,1.0,0.0,0.0,1.0
0,2,0,26,4,2,1.0,1.0,0.0,0.0,1.0
0,3,0,7,5,1,1.0,1.0,0.0,0.0,1.0
1,3,0,7,2,1,1.0,1.0,0.0,0.0,1.0
1,3,0,7,2,1,0.0,0.0,1.0,1.0,0.0
0,1,0,26,9,1,1.0,1.0,0.0,0.0,1.0
1,1,1,39,9,1,0.0,0.0,1.0,1.0,0.0
0,1,0,227,6,5,1.0,1.0,0.0,0.0,1.0
1,1,1,79,7,3,0.0,0.0,1.0,1.0,0.0
1,3,1,17,7,2,0.0,0.0,1.0,1.0,0.0
0,3,0,7,6,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,8,1,1.0,1.0,0.0,0.0,1.0
0,2,0,13,4,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,6,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,2,1,0.0,0.0,1.0,1.0,0.0
0,3,2,24,3,3,1.0,1.0,0.0,0.0,1.0
0,3,0,7,1,1,1.0,1.0,0.0,0.0,1.0
0,3,0,21,5,5,0.0,0.0,1.0,1.0,0.0
0,3,0,7,1,1,1.0,1.0,0.0,0.0,1.0
1,3,0,7,6,1,1.0,1.0,0.0,0.0,1.0
1,2,0,10,9,1,1.0,1.0,0.0,0.0,1.0
1,1,2,51,9,2,0.0,0.0,1.0,1.0,0.0
1,1,0,26,7,1,1.0,1.0,0.0,0.0,1.0
1,3,0,7,5,1,0.0,0.0,1.0,1.0,0.0
0,3,0,8,1,1,1.0,1.0,0.0,0.0,1.0
0,3,0,14,1,2,1.0,1.0,0.0,0.0,1.0
1,2,0,13,6,1,0.0,0.0,1.0,1.0,0.0
1,1,1,55,7,2,0.0,0.0,1.0,1.0,0.0
0,3,1,14,7,2,0.0,0.0,1.0,1.0,0.0
1,3,0,7,6,1,1.0,1.0,0.0,0.0,1.0
1,2,1,30,3,2,0.0,0.0,1.0,1.0,0.0
1,1,1,110,7,4,0.0,0.0,1.0,1.0,0.0
0,2,0,26,9,2,1.0,1.0,0.0,0.0,1.0
0,1,0,40,7,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,1,1,1.0,1.0,0.0,0.0,1.0
1,1,0,79,1,3,0.0,0.0,1.0,1.0,0.0
0,2,0,15,8,1,1.0,1.0,0.0,0.0,1.0
1,1,1,79,9,2,1.0,1.0,0.0,0.0,1.0
0,3,0,8,2,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,8,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,6,1,1.0,1.0,0.0,0.0,1.0
1,1,1,78,9,2,0.0,0.0,1.0,1.0,0.0
0,3,0,7,8,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,1,1,0.0,0.0,1.0,1.0,0.0
0,2,1,26,7,2,1.0,1.0,0.0,0.0,1.0
0,3,1,24,7,3,1.0,1.0,0.0,0.0,1.0
1,2,0,33,3,3,0.0,0.0,1.0,1.0,0.0
0,3,0,0,9,4,1.0,1.0,0.0,0.0,1.0
0,3,0,7,7,1,1.0,1.0,0.0,0.0,1.0
1,1,1,56,9,2,0.0,1.0,0.0,0.0,0.0
1,2,2,27,3,2,0.0,0.0,1.0,1.0,0.0
0,3,0,7,6,1,1.0,1.0,0.0,0.0,1.0
0,1,0,42,4,2,1.0,1.0,0.0,0.0,1.0
0,3,0,8,8,1,1.0,1.0,0.0,0.0,1.0
1,1,0,26,6,1,1.0,1.0,0.0,0.0,1.0
0,3,1,15,7,2,1.0,1.0,0.0,0.0,1.0
0,3,0,7,5,1,1.0,1.0,0.0,0.0,1.0
1,1,0,30,4,1,1.0,1.0,0.0,0.0,1.0
1,2,1,41,2,4,0.0,0.0,1.0,1.0,0.0
1,1,0,153,8,3,0.0,0.0,1.0,1.0,0.0
0,3,1,31,7,7,0.0,0.0,1.0,1.0,0.0
0,3,0,7,6,1,1.0,1.0,0.0,0.0,1.0
1,3,1,15,3,2,0.0,0.0,1.0,1.0,0.0
0,3,0,7,7,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,6,1,1.0,1.0,0.0,0.0,1.0
1,2,1,65,3,5,0.0,0.0,1.0,1.0,0.0
0,3,1,14,6,3,1.0,1.0,0.0,0.0,1.0
0,3,1,16,4,2,0.0,0.0,1.0,1.0,0.0
1,2,2,39,0,4,0.0,0.0,1.0,1.0,0.0
0,2,0,10,4,1,1.0,1.0,0.0,0.0,1.0
0,3,1,14,4,2,1.0,1.0,0.0,0.0,1.0
1,1,1,52,8,2,1.0,1.0,0.0,0.0,1.0
1,3,1,15,2,3,1.0,1.0,0.0,0.0,1.0
0,3,0,7,2,1,1.0,1.0,0.0,0.0,1.0
0,3,0,16,2,2,1.0,1.0,0.0,0.0,1.0
0,1,0,32,9,1,1.0,1.0,0.0,0.0,1.0
0,2,0,12,9,1,0.0,1.0,0.0,0.0,0.0
1,1,0,77,2,3,0.0,0.0,1.0,1.0,0.0
0,3,0,7,4,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,4,1,1.0,1.0,0.0,0.0,1.0
1,1,0,30,9,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,9,1,1.0,1.0,0.0,0.0,1.0
1,1,0,30,6,1,0.0,1.0,0.0,0.0,0.0
0,1,0,0,4,1,1.0,1.0,0.0,0.0,1.0
0,3,3,27,0,6,0.0,0.0,1.0,1.0,0.0
1,2,0,13,4,1,0.0,0.0,1.0,1.0,0.0
0,3,0,7,6,1,1.0,1.0,0.0,0.0,1.0
0,2,1,26,5,3,1.0,1.0,0.0,0.0,1.0
0,3,0,39,8,7,0.0,0.0,1.0,1.0,0.0
0,3,1,16,1,2,1.0,1.0,0.0,0.0,1.0
0,3,0,7,2,1,1.0,1.0,0.0,0.0,1.0
1,1,0,69,3,2,0.0,0.0,1.0,1.0,0.0
0,3,3,27,0,6,0.0,0.0,1.0,1.0,0.0
1,3,0,56,6,8,1.0,1.0,0.0,0.0,1.0
1,3,2,19,0,4,0.0,0.0,1.0,1.0,0.0
1,1,1,76,9,3,1.0,1.0,0.0,0.0,1.0
0,3,0,7,1,1,1.0,1.0,0.0,0.0,1.0
1,1,0,35,9,1,0.0,1.0,0.0,0.0,0.0
0,3,0,7,7,1,1.0,1.0,0.0,0.0,1.0
1,3,0,7,3,1,0.0,0.0,1.0,1.0,0.0
0,3,0,7,2,1,1.0,1.0,0.0,0.0,1.0
1,2,0,23,1,2,0.0,0.0,1.0,1.0,0.0
0,3,0,8,2,1,1.0,1.0,0.0,0.0,1.0
1,3,0,7,0,1,0.0,0.0,1.0,1.0,0.0
0,3,0,6,1,1,0.0,0.0,1.0,1.0,0.0
0,2,2,73,3,7,1.0,1.0,0.0,0.0,1.0
0,3,0,7,4,1,1.0,1.0,0.0,0.0,1.0
0,3,1,15,6,2,0.0,0.0,1.0,1.0,0.0
0,2,0,13,3,1,1.0,1.0,0.0,0.0,1.0
0,1,0,113,9,3,1.0,1.0,0.0,0.0,1.0
1,1,2,133,9,2,0.0,1.0,0.0,0.0,0.0
0,3,0,7,8,1,1.0,1.0,0.0,0.0,1.0
0,1,0,25,8,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,7,1,1.0,1.0,0.0,0.0,1.0
1,3,1,7,2,1,1.0,1.0,0.0,0.0,1.0
0,2,2,73,6,7,1.0,1.0,0.0,0.0,1.0
0,2,0,13,3,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,3,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,8,1,1.0,1.0,0.0,0.0,1.0
1,1,1,52,8,2,0.0,0.0,1.0,1.0,0.0
1,2,1,39,8,3,0.0,0.0,1.0,1.0,0.0
0,1,1,52,5,2,1.0,1.0,0.0,0.0,1.0
0,2,0,10,9,1,1.0,1.0,0.0,0.0,1.0
1,2,0,13,5,1,1.0,1.0,0.0,0.0,1.0
0,2,0,0,5,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,1,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,3,1,1.0,1.0,0.0,0.0,1.0
1,3,0,9,1,1,0.0,0.0,1.0,1.0,0.0
0,3,1,46,8,8,0.0,0.0,1.0,1.0,0.0
1,1,0,512,7,4,1.0,1.0,0.0,0.0,1.0
0,3,0,8,2,1,0.0,0.0,1.0,1.0,0.0
1,1,0,76,4,3,1.0,1.0,0.0,0.0,1.0
0,3,0,9,2,1,1.0,1.0,0.0,0.0,1.0
0,3,5,46,0,8,1.0,1.0,0.0,0.0,1.0
0,2,1,39,9,3,1.0,1.0,0.0,0.0,1.0
0,2,1,41,3,4,1.0,1.0,0.0,0.0,1.0
0,3,4,39,0,7,1.0,1.0,0.0,0.0,1.0
0,3,0,10,1,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,1,1,1.0,1.0,0.0,0.0,1.0
1,1,0,211,0,4,0.0,0.0,1.0,1.0,0.0
1,1,1,57,5,2,1.0,1.0,0.0,0.0,1.0
1,3,0,13,0,2,0.0,0.0,1.0,1.0,0.0
1,3,0,56,2,8,1.0,1.0,0.0,0.0,1.0
0,3,0,7,3,1,1.0,1.0,0.0,0.0,1.0
0,1,0,26,9,1,0.0,1.0,0.0,0.0,0.0
0,2,0,13,9,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,8,1,1.0,1.0,0.0,0.0,1.0
1,3,0,7,5,1,0.0,0.0,1.0,1.0,0.0
0,1,1,110,9,4,1.0,1.0,0.0,0.0,1.0
0,3,0,7,8,1,1.0,1.0,0.0,0.0,1.0
1,1,1,227,1,5,0.0,0.0,1.0,1.0,0.0
1,1,0,26,6,1,1.0,1.0,0.0,0.0,1.0
0,3,0,14,1,2,0.0,0.0,1.0,1.0,0.0
0,3,0,7,3,1,1.0,1.0,0.0,0.0,1.0
0,3,1,7,4,1,1.0,1.0,0.0,0.0,1.0
0,2,0,26,7,2,1.0,1.0,0.0,0.0,1.0
1,2,0,13,8,1,0.0,0.0,1.0,1.0,0.0
1,1,0,26,8,1,1.0,1.0,0.0,0.0,1.0
1,1,0,151,2,6,0.0,0.0,1.0,1.0,0.0
1,3,1,15,3,3,0.0,1.0,0.0,0.0,0.0
1,1,0,49,3,1,0.0,0.0,1.0,1.0,0.0
0,1,0,26,2,1,1.0,1.0,0.0,0.0,1.0
1,1,1,52,9,2,1.0,1.0,0.0,0.0,1.0
0,3,0,9,5,1,1.0,1.0,0.0,0.0,1.0
0,2,0,13,9,2,1.0,1.0,0.0,0.0,1.0
0,3,0,7,1,1,1.0,1.0,0.0,0.0,1.0
1,1,0,227,7,5,0.0,0.0,1.0,1.0,0.0
1,2,0,10,4,1,0.0,0.0,1.0,1.0,0.0
0,3,0,15,7,2,1.0,1.0,0.0,0.0,1.0
0,3,0,7,6,1,1.0,1.0,0.0,0.0,1.0
1,2,0,33,0,3,0.0,0.0,1.0,1.0,0.0
0,3,1,7,1,1,1.0,1.0,0.0,0.0,1.0
0,2,0,13,6,1,1.0,1.0,0.0,0.0,1.0
0,2,0,13,9,1,1.0,1.0,0.0,0.0,1.0
1,1,1,53,4,2,1.0,1.0,0.0,0.0,1.0
0,3,0,8,2,1,1.0,1.0,0.0,0.0,1.0
1,2,3,21,5,2,0.0,0.0,1.0,1.0,0.0
1,3,0,7,0,1,0.0,0.0,1.0,1.0,0.0
0,2,1,26,3,2,1.0,1.0,0.0,0.0,1.0
0,3,1,7,3,1,0.0,0.0,1.0,1.0,0.0
1,1,0,211,5,4,0.0,0.0,1.0,1.0,0.0
0,3,0,18,0,2,1.0,1.0,0.0,0.0,1.0
0,2,0,0,8,1,1.0,1.0,0.0,0.0,1.0
0,2,0,13,3,1,1.0,1.0,0.0,0.0,1.0
0,2,0,13,3,1,1.0,1.0,0.0,0.0,1.0
0,3,0,16,4,2,1.0,1.0,0.0,0.0,1.0
0,3,1,34,9,5,0.0,0.0,1.0,1.0,0.0
1,1,0,512,6,4,1.0,1.0,0.0,0.0,1.0
0,3,0,7,7,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,7,1,1.0,1.0,0.0,0.0,1.0
1,1,0,30,8,1,1.0,1.0,0.0,0.0,1.0
0,1,1,78,7,3,1.0,1.0,0.0,0.0,1.0
1,1,2,262,2,7,0.0,0.0,1.0,1.0,0.0
0,3,1,16,3,2,1.0,1.0,0.0,0.0,1.0
1,3,0,7,5,1,1.0,1.0,0.0,0.0,1.0
0,1,1,71,9,2,0.0,1.0,0.0,0.0,0.0
0,3,1,20,1,3,1.0,1.0,0.0,0.0,1.0
1,2,0,13,5,1,0.0,0.0,1.0,1.0,0.0
0,1,1,53,1,2,1.0,1.0,0.0,0.0,1.0
0,3,0,7,5,1,1.0,1.0,0.0,0.0,1.0
1,2,1,23,0,3,0.0,0.0,1.0,1.0,0.0
1,3,0,12,0,2,0.0,1.0,0.0,0.0,0.0
0,3,0,9,6,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,3,1,1.0,1.0,0.0,0.0,1.0
1,2,1,65,9,5,0.0,0.0,1.0,1.0,0.0
1,2,1,14,0,2,0.0,1.0,0.0,0.0,0.0
0,3,0,7,4,1,1.0,1.0,0.0,0.0,1.0
0,2,0,11,1,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,6,1,1.0,1.0,0.0,0.0,1.0
1,1,0,86,6,3,0.0,0.0,1.0,1.0,0.0
0,3,0,14,7,2,1.0,1.0,0.0,0.0,1.0
0,3,0,7,8,1,1.0,1.0,0.0,0.0,1.0
1,3,0,7,2,1,1.0,1.0,0.0,0.0,1.0
1,1,1,120,7,4,0.0,0.0,1.0,1.0,0.0
0,3,0,7,1,1,1.0,1.0,0.0,0.0,1.0
1,1,1,77,9,3,0.0,0.0,1.0,1.0,0.0
0,1,0,39,1,1,0.0,1.0,0.0,0.0,0.0
0,3,0,7,5,1,0.0,0.0,1.0,1.0,0.0
0,3,1,24,5,3,1.0,1.0,0.0,0.0,1.0
0,3,0,8,6,1,1.0,1.0,0.0,0.0,1.0
0,3,0,9,3,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,9,1,1.0,1.0,0.0,0.0,1.0
0,2,0,10,9,2,0.0,0.0,1.0,1.0,0.0
0,3,0,7,5,1,1.0,1.0,0.0,0.0,1.0
1,2,1,23,9,2,0.0,0.0,1.0,1.0,0.0
0,3,0,7,1,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,8,1,1.0,1.0,0.0,0.0,1.0
1,3,0,12,0,2,0.0,0.0,1.0,1.0,0.0
0,3,0,7,1,1,1.0,1.0,0.0,0.0,1.0
1,1,0,211,8,4,0.0,0.0,1.0,1.0,0.0
1,3,0,7,0,1,0.0,0.0,1.0,1.0,0.0
1,1,1,57,1,2,0.0,0.0,1.0,1.0,0.0
0,1,0,30,5,1,1.0,1.0,0.0,0.0,1.0
0,3,1,23,6,4,1.0,1.0,0.0,0.0,1.0
0,3,0,7,3,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,3,1,1.0,1.0,0.0,0.0,1.0
1,3,0,7,1,1,0.0,0.0,1.0,1.0,0.0
0,3,4,29,0,6,0.0,1.0,0.0,0.0,0.0
1,3,1,20,0,4,0.0,1.0,0.0,0.0,0.0
0,1,0,79,8,2,1.0,1.0,0.0,0.0,1.0
0,3,0,7,2,1,1.0,1.0,0.0,0.0,1.0
0,2,0,26,1,2,1.0,1.0,0.0,0.0,1.0
0,3,8,69,8,11,0.0,0.0,1.0,1.0,0.0
0,1,0,30,6,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,3,1,1.0,1.0,0.0,0.0,1.0
0,2,0,13,7,1,1.0,1.0,0.0,0.0,1.0
1,1,0,25,9,1,0.0,0.0,1.0,1.0,0.0
1,3,0,8,5,1,0.0,0.0,1.0,1.0,0.0
0,3,0,7,5,1,1.0,1.0,0.0,0.0,1.0
0,3,1,24,5,3,0.0,0.0,1.0,1.0,0.0
0,2,0,13,6,2,1.0,1.0,0.0,0.0,1.0
1,2,1,26,5,3,0.0,0.0,1.0,1.0,0.0
1,1,1,120,0,4,0.0,1.0,0.0,0.0,0.0
1,3,0,8,0,2,0.0,1.0,0.0,0.0,0.0
1,3,0,6,4,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,5,1,1.0,1.0,0.0,0.0,1.0
0,1,0,0,7,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,1,1,0.0,0.0,1.0,1.0,0.0
0,2,0,13,7,1,1.0,1.0,0.0,0.0,1.0
1,1,1,53,6,2,0.0,0.0,1.0,1.0,0.0
0,3,0,7,4,1,1.0,1.0,0.0,0.0,1.0
0,3,0,24,7,3,1.0,1.0,0.0,0.0,1.0
0,2,0,10,6,1,1.0,1.0,0.0,0.0,1.0
0,3,4,31,0,7,0.0,0.0,1.0,1.0,0.0
0,3,0,8,5,1,1.0,1.0,0.0,0.0,1.0
0,1,0,0,3,2,1.0,1.0,0.0,0.0,1.0
0,3,0,7,3,1,0.0,0.0,1.0,1.0,0.0
0,2,1,37,5,3,1.0,1.0,0.0,0.0,1.0
0,3,0,6,8,1,1.0,1.0,0.0,0.0,1.0
0,3,3,27,0,6,0.0,1.0,0.0,0.0,0.0
1,1,1,93,9,4,0.0,0.0,1.0,1.0,0.0
1,3,0,8,4,1,1.0,1.0,0.0,0.0,1.0
0,1,0,0,7,1,0.0,1.0,0.0,0.0,0.0
1,3,0,12,4,2,0.0,0.0,1.0,1.0,0.0
0,3,4,39,0,7,0.0,1.0,0.0,0.0,0.0
0,3,0,6,2,1,1.0,1.0,0.0,0.0,1.0
0,3,0,56,7,8,1.0,1.0,0.0,0.0,1.0
1,2,0,37,0,3,0.0,1.0,0.0,0.0,0.0
1,3,0,7,1,1,1.0,1.0,0.0,0.0,1.0
1,1,0,80,9,2,0.0,0.0,1.0,1.0,0.0
1,3,1,14,0,2,0.0,0.0,1.0,1.0,0.0
1,2,1,18,0,3,0.0,1.0,0.0,0.0,0.0
0,3,0,7,2,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,3,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,1,1,1.0,1.0,0.0,0.0,1.0
1,1,1,83,7,3,0.0,0.0,1.0,1.0,0.0
0,3,0,8,2,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,5,1,1.0,1.0,0.0,0.0,1.0
1,3,0,56,6,8,1.0,1.0,0.0,0.0,1.0
1,1,0,29,5,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,2,1,1.0,1.0,0.0,0.0,1.0
0,2,0,10,1,2,1.0,1.0,0.0,0.0,1.0
1,1,0,31,5,2,0.0,0.0,1.0,1.0,0.0
0,3,0,6,6,1,1.0,1.0,0.0,0.0,1.0
0,3,0,8,1,1,1.0,1.0,0.0,0.0,1.0
0,3,0,7,8,1,1.0,1.0,0.0,0.0,1.0
0,3,8,69,6,11,1.0,1.0,0.0,0.0,1.0
0,3,0,7,6,1,1.0,1.0,0.0,0.0,1.0
0,2,0,33,4,3,0.0,1.0,0.0,0.0,0.0
1,1,1,89,4,2,0.0,0.0,1.0,1.0,0.0
0,3,4,31,0,7,0.0,1.0,0.0,0.0,0.0
0,3,0,7,9,1,1.0,1.0,0.0,0.0,1.0
0,3,1,15,0,3,0.0,0.0,1.0,1.0,0.0
1,1,0,39,1,2,0.0,0.0,1.0,1.0,0.0
0,2,1,26,8,2,0.0,0.0,1.0,1.0,0.0
1,3,0,9,1,2,0.0,0.0,1.0,1.0,0.0
1,1,1,164,8,4,0.0,0.0,1.0,1.0,0.0
1,1,0,26,9,1,1.0,1.0,0.0,0.0,1.0
1,3,0,19,3,4,0.0,0.0,1.0,1.0,0.0
0,3,0,7,7,1,1.0,1.0,0.0,0.0,1.0
0,3,2,14,8,2,1.0,1.0,0.0,0.0,1.0
0,2,1,11,2,1,1.0,1.0,0.0,0.0,1.0
1,1,0,25,9,1,0.0,0.0,1.0,1.0,0.0
0,3,8,69,5,11,0.0,0.0,1.0,1.0,0.0
0,2,0,13,3,1,1.0,1.0,0.0,0.0,1.0
1,2,0,13,8,1,0.0,0.0,1.0,1.0,0.0
1,2,1,13,4,1,0.0,0.0,1.0,1.0,0.0
0,1,0,50,5,1,1.0,1.0,0.0,0.0,1.0
0,3,0,9,4,1,1.0,1.0,0.0,0.0,1.0
1,3,1,11,0,3,0.0,1.0,0.0,0.0,0.0
