PassengerId,Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked,Deck,countDeck,Title,port_sex,Age_bin,FamilySize,Ticket_freq
401,1,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1
402,0,3,male,0,0,8,S,U,1014,Mr,623,4,Alone,1
403,0,3,female,1,0,9,S,U,1014,Miss,293,2,Small,1
404,0,3,male,1,0,15,S,U,1014,Mr,623,4,Small,2
405,0,3,female,0,0,8,S,U,1014,Miss,293,2,Alone,1
406,0,2,male,1,0,21,S,U,1014,Mr,623,6,Small,2
407,0,3,male,0,0,7,S,U,1014,Mr,623,9,Alone,1
408,1,2,male,1,1,18,S,U,1014,Master,623,0,Small,3
409,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
410,0,3,female,3,1,25,S,U,1014,Miss,293,5,Medium,5
411,0,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1
412,0,3,male,0,0,6,Q,U,1014,Mr,63,6,Alone,1
413,1,1,female,1,0,90,Q,C,94,Miss,60,6,Small,3
414,0,2,male,0,0,0,S,U,1014,Mr,623,0,Alone,3
415,1,3,male,0,0,7,S,U,1014,Mr,623,8,Alone,1
416,0,3,female,0,0,8,S,U,1014,Mrs,293,6,Alone,1
417,1,2,female,1,1,32,S,U,1014,Mrs,293,6,Small,3
418,1,2,female,0,2,13,S,U,1014,Miss,293,1,Small,1
419,0,2,male,0,0,13,S,U,1014,Mr,623,5,Alone,1
420,0,3,female,0,2,24,S,U,1014,Miss,293,0,Small,3
421,0,3,male,0,0,7,C,U,1014,Mr,157,4,Alone,1
422,0,3,male,0,0,7,Q,U,1014,Mr,63,2,Alone,1
423,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1
424,0,3,female,1,1,14,S,U,1014,Mrs,293,4,Small,3
425,0,3,male,1,1,20,S,U,1014,Mr,623,1,Small,3
426,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
427,1,2,female,1,0,26,S,U,1014,Mrs,293,4,Small,2
428,1,2,female,0,0,26,S,U,1014,Miss,293,1,Alone,2
429,0,3,male,0,0,7,Q,U,1014,Mr,63,6,Alone,1
430,1,3,male,0,0,8,S,E,41,Mr,623,6,Alone,1
431,1,1,male,0,0,26,S,C,94,Mr,623,4,Alone,1
432,1,3,female,1,0,16,S,U,1014,Mrs,293,1,Small,2
433,1,2,female,1,0,26,S,U,1014,Mrs,293,8,Small,2
434,0,3,male,0,0,7,S,U,1014,Mr,623,1,Alone,1
435,0,1,male,1,0,55,S,E,41,Mr,623,9,Small,2
436,1,1,female,1,2,120,S,B,65,Miss,293,0,Small,4
437,0,3,female,2,2,34,S,U,1014,Miss,293,2,Medium,5
438,1,2,female,2,3,18,S,U,1014,Mrs,293,3,Medium,3
439,0,1,male,1,4,263,S,C,94,Mr,623,9,Medium,6
440,0,2,male,0,0,10,S,U,1014,Mr,623,5,Alone,1
441,1,2,female,1,1,26,S,U,1014,Mrs,293,8,Small,3
442,0,3,male,0,0,9,S,U,1014,Mr,623,2,Alone,1
443,0,3,male,1,0,7,S,U,1014,Mr,623,3,Small,1
444,1,2,female,0,0,13,S,U,1014,Miss,293,4,Alone,1
445,1,3,male,0,0,8,S,U,1014,Mr,623,4,Alone,1
446,1,1,male,0,2,81,S,A,22,Master,623,0,Small,3
447,1,2,female,0,1,19,S,U,1014,Miss,293,0,Small,2
448,1,1,male,0,0,26,S,U,1014,Mr,623,6,Alone,1
449,1,3,female,2,1,19,C,U,1014,Miss,113,0,Small,4
450,1,1,male,0,0,30,S,C,94,Rare,623,9,Alone,1
451,0,2,male,1,2,27,S,U,1014,Mr,623,7,Small,4
452,0,3,male,1,0,19,S,U,1014,Mr,623,6,Small,1
453,0,1,male,0,0,27,C,C,94,Mr,157,5,Alone,1
454,1,1,male,1,0,89,C,C,94,Mr,157,9,Small,2
455,0,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1
456,1,3,male,0,0,7,C,U,1014,Mr,157,5,Alone,1
457,0,1,male,0,0,26,S,E,41,Mr,623,9,Alone,1
458,1,1,female,1,0,51,S,D,46,Mrs,293,1,Small,2
459,1,2,female,0,0,10,S,U,1014,Miss,293,9,Alone,1
460,0,3,male,0,0,7,Q,U,1014,Mr,63,8,Alone,1
461,1,1,male,0,0,26,S,E,41,Mr,623,8,Alone,1
462,0,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1
463,0,1,male,0,0,38,S,E,41,Mr,623,8,Alone,1
464,0,2,male,0,0,13,S,U,1014,Mr,623,8,Alone,1
465,0,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1
466,0,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1
467,0,2,male,0,0,0,S,U,1014,Mr,623,5,Alone,3
468,0,1,male,0,0,26,S,U,1014,Mr,623,9,Alone,1
469,0,3,male,0,0,7,Q,U,1014,Mr,63,6,Alone,1
470,1,3,female,2,1,19,C,U,1014,Miss,113,0,Small,4
471,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1
472,0,3,male,0,0,8,S,U,1014,Mr,623,7,Alone,1
473,1,2,female,1,2,27,S,U,1014,Mrs,293,6,Small,4
474,1,2,female,0,0,13,C,D,46,Mrs,113,3,Alone,1
475,0,3,female,0,0,9,S,U,1014,Miss,293,2,Alone,1
476,0,1,male,0,0,52,S,A,22,Mr,623,1,Alone,2
477,0,2,male,1,0,21,S,U,1014,Mr,623,6,Small,2
478,0,3,male,1,0,7,S,U,1014,Mr,623,5,Small,1
479,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
480,1,3,female,0,1,12,S,U,1014,Miss,293,0,Small,2
481,0,3,male,5,2,46,S,U,1014,Master,623,0,Large,8
482,0,2,male,0,0,0,S,U,1014,Mr,623,0,Alone,1
483,0,3,male,0,0,8,S,U,1014,Mr,623,9,Alone,1
484,1,3,female,0,0,9,S,U,1014,Mrs,293,9,Alone,1
485,1,1,male,1,0,91,C,B,65,Mr,157,3,Small,2
486,0,3,female,3,1,25,S,U,1014,Miss,293,1,Medium,5
487,1,1,female,1,0,90,S,C,94,Mrs,293,6,Small,2
488,0,1,male,0,0,29,C,B,65,Mr,157,9,Alone,1
489,0,3,male,0,0,8,S,U,1014,Mr,623,5,Alone,1
490,1,3,male,1,1,15,S,U,1014,Master,623,0,Small,3
491,0,3,male,1,0,19,S,U,1014,Mr,623,3,Small,1
492,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
493,0,1,male,0,0,30,S,C,94,Mr,623,9,Alone,1
494,0,1,male,0,0,49,C,U,1014,Mr,157,9,Alone,1
495,0,3,male,0,0,8,S,U,1014,Mr,623,2,Alone,1
496,0,3,male,0,0,14,C,U,1014,Mr,157,0,Alone,2
497,1,1,female,1,0,78,C,D,46,Miss,113,9,Small,2
498,0,3,male,0,0,15,S,U,1014,Mr,623,6,Alone,2
499,0,1,female,1,2,151,S,C,94,Mrs,293,3,Small,6
500,0,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1
501,0,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1
502,0,3,female,0,0,7,Q,U,1014,Miss,60,2,Alone,1
503,0,3,female,0,0,7,Q,U,1014,Miss,60,7,Alone,1
504,0,3,female,0,0,9,S,U,1014,Miss,293,7,Alone,1
505,1,1,female,0,0,86,S,B,65,Miss,293,1,Alone,3
506,0,1,male,1,0,108,C,C,94,Mr,157,1,Small,3
507,1,2,female,0,2,26,S,U,1014,Mrs,293,6,Small,3
508,1,1,male,0,0,26,S,U,1014,Mr,623,0,Alone,1
509,0,3,male,0,0,22,S,U,1014,Mr,623,4,Alone,3
510,1,3,male,0,0,56,S,U,1014,Mr,623,4,Alone,8
511,1,3,male,0,0,7,Q,U,1014,Mr,63,5,Alone,1
512,0,3,male,0,0,8,S,U,1014,Mr,623,3,Alone,1
513,1,1,male,0,0,26,S,E,41,Mr,623,7,Alone,1
514,1,1,female,1,0,59,C,U,1014,Mrs,113,9,Small,2
515,0,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1
516,0,1,male,0,0,34,S,D,46,Mr,623,8,Alone,1
517,1,2,female,0,0,10,S,F,21,Mrs,293,6,Alone,1
518,0,3,male,0,0,24,Q,U,1014,Mr,63,0,Alone,3
519,1,2,female,1,0,26,S,U,1014,Mrs,293,7,Small,2
520,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1
521,1,1,female,0,0,93,S,B,65,Miss,293,5,Alone,4
522,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
523,0,3,male,0,0,7,C,U,1014,Mr,157,7,Alone,1
524,1,1,female,0,1,57,C,B,65,Mrs,113,8,Small,2
525,0,3,male,0,0,7,C,U,1014,Mr,157,8,Alone,1
526,0,3,male,0,0,7,Q,U,1014,Mr,63,8,Alone,1
527,1,2,female,0,0,10,S,U,1014,Miss,293,9,Alone,1
528,0,1,male,0,0,221,S,C,94,Mr,623,2,Alone,4
529,0,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1
530,0,2,male,2,1,11,S,U,1014,Mr,623,3,Small,1
531,1,2,female,1,1,26,S,U,1014,Miss,293,0,Small,3
532,0,3,male,0,0,7,C,U,1014,Mr,157,8,Alone,1
533,0,3,male,1,1,7,C,U,1014,Mr,157,1,Small,1
534,1,3,female,0,2,22,C,U,1014,Mrs,113,2,Small,3
535,0,3,female,0,0,8,S,U,1014,Miss,293,5,Alone,1
536,1,2,female,0,2,26,S,U,1014,Miss,293,0,Small,3
537,0,1,male,0,0,26,S,B,65,Rare,623,8,Alone,1
538,1,1,female,0,0,106,C,U,1014,Miss,113,5,Alone,3
539,0,3,male,0,0,14,S,U,1014,Mr,623,3,Alone,2
540,1,1,female,0,2,49,C,B,65,Miss,113,2,Small,1
541,1,1,female,0,2,71,S,B,65,Miss,293,7,Small,2
542,0,3,female,4,2,31,S,U,1014,Miss,293,0,Large,7
543,0,3,female,4,2,31,S,U,1014,Miss,293,0,Large,7
544,1,2,male,1,0,26,S,U,1014,Mr,623,6,Small,2
545,0,1,male,1,0,106,C,C,94,Mr,157,9,Small,3
546,0,1,male,0,0,26,S,U,1014,Mr,623,9,Alone,1
547,1,2,female,1,0,26,S,U,1014,Mrs,293,1,Small,2
548,1,2,male,0,0,13,C,U,1014,Mr,157,1,Alone,1
549,0,3,male,1,1,20,S,U,1014,Mr,623,6,Small,3
550,1,2,male,1,1,36,S,U,1014,Master,623,0,Small,4
551,1,1,male,0,2,110,C,C,94,Mr,157,1,Small,4
552,0,2,male,0,0,26,S,U,1014,Mr,623,4,Alone,2
553,0,3,male,0,0,7,Q,U,1014,Mr,63,2,Alone,1
554,1,3,male,0,0,7,C,U,1014,Mr,157,2,Alone,1
555,1,3,female,0,0,7,S,U,1014,Miss,293,2,Alone,1
556,0,1,male,0,0,26,S,U,1014,Mr,623,9,Alone,1
557,1,1,female,1,0,39,C,A,22,Rare,113,9,Small,1
558,0,1,male,0,0,227,C,U,1014,Mr,157,3,Alone,5
559,1,1,female,1,1,79,S,E,41,Mrs,293,7,Small,3
560,1,3,female,1,0,17,S,U,1014,Mrs,293,7,Small,2
561,0,3,male,0,0,7,Q,U,1014,Mr,63,7,Alone,1
562,0,3,male,0,0,7,S,U,1014,Mr,623,8,Alone,1
563,0,2,male,0,0,13,S,U,1014,Mr,623,4,Alone,1
564,0,3,male,0,0,8,S,U,1014,Mr,623,3,Alone,1
565,0,3,female,0,0,8,S,U,1014,Miss,293,7,Alone,1
566,0,3,male,2,0,24,S,U,1014,Mr,623,3,Small,3
567,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
568,0,3,female,0,4,21,S,U,1014,Mrs,293,5,Medium,5
569,0,3,male,0,0,7,C,U,1014,Mr,157,1,Alone,1
570,1,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1
571,1,2,male,0,0,10,S,U,1014,Mr,623,9,Alone,1
572,1,1,female,2,0,51,S,C,94,Mrs,293,9,Small,2
573,1,1,male,0,0,26,S,E,41,Mr,623,7,Alone,1
574,1,3,female,0,0,7,Q,U,1014,Miss,60,6,Alone,1
575,0,3,male,0,0,8,S,U,1014,Mr,623,1,Alone,1
576,0,3,male,0,0,14,S,U,1014,Mr,623,2,Alone,2
577,1,2,female,0,0,13,S,U,1014,Miss,293,6,Alone,1
578,1,1,female,1,0,55,S,E,41,Mrs,293,7,Small,2
579,0,3,female,1,0,14,C,U,1014,Mrs,113,5,Small,2
580,1,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1
581,1,2,female,1,1,30,S,U,1014,Miss,293,3,Small,2
582,1,1,female,1,1,110,C,C,94,Mrs,113,7,Small,4
583,0,2,male,0,0,26,S,U,1014,Mr,623,9,Alone,2
584,0,1,male,0,0,40,C,A,22,Mr,157,7,Alone,1
585,0,3,male,0,0,8,C,U,1014,Mr,157,7,Alone,1
586,1,1,female,0,2,79,S,E,41,Miss,293,1,Small,3
587,0,2,male,0,0,15,S,U,1014,Mr,623,8,Alone,1
588,1,1,male,1,1,79,C,B,65,Mr,157,9,Small,2
589,0,3,male,0,0,8,S,U,1014,Mr,623,2,Alone,1
590,0,3,male,0,0,8,S,U,1014,Mr,623,7,Alone,1
591,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1
592,1,1,female,1,0,78,C,D,46,Mrs,113,9,Small,2
593,0,3,male,0,0,7,S,U,1014,Mr,623,8,Alone,1
594,0,3,female,0,2,7,Q,U,1014,Miss,60,5,Small,1
595,0,2,male,1,0,26,S,U,1014,Mr,623,7,Small,2
596,0,3,male,1,1,24,S,U,1014,Mr,623,7,Small,3
597,1,2,female,0,0,33,S,U,1014,Miss,293,1,Alone,3
598,0,3,male,0,0,0,S,U,1014,Mr,623,9,Alone,4
599,0,3,male,0,0,7,C,U,1014,Mr,157,8,Alone,1
600,1,1,male,1,0,56,C,A,22,Rare,157,9,Small,2
601,1,2,female,2,1,27,S,U,1014,Mrs,293,3,Small,2
602,0,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1
603,0,1,male,0,0,42,S,U,1014,Mr,623,1,Alone,2
604,0,3,male,0,0,8,S,U,1014,Mr,623,8,Alone,1
605,1,1,male,0,0,26,C,U,1014,Mr,157,6,Alone,1
606,0,3,male,1,0,15,S,U,1014,Mr,623,7,Small,2
607,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1
608,1,1,male,0,0,30,S,U,1014,Mr,623,4,Alone,1
609,1,2,female,1,2,41,C,U,1014,Mrs,113,2,Small,4
610,1,1,female,0,0,153,S,C,94,Miss,293,8,Alone,3
611,0,3,female,1,5,31,S,U,1014,Mrs,293,7,Large,7
612,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1
613,1,3,female,1,0,15,Q,U,1014,Miss,60,2,Small,2
614,0,3,male,0,0,7,Q,U,1014,Mr,63,6,Alone,1
615,0,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1
616,1,2,female,1,2,65,S,U,1014,Miss,293,3,Small,5
617,0,3,male,1,1,14,S,U,1014,Mr,623,6,Small,3
618,0,3,female,1,0,16,S,U,1014,Mrs,293,4,Small,2
619,1,2,female,2,1,39,S,F,21,Miss,293,0,Small,4
620,0,2,male,0,0,10,S,U,1014,Mr,623,4,Alone,1
621,0,3,male,1,0,14,C,U,1014,Mr,157,4,Small,2
622,1,1,male,1,0,52,S,D,46,Mr,623,8,Small,2
623,1,3,male,1,1,15,C,U,1014,Mr,157,2,Small,3
624,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
625,0,3,male,0,0,16,S,U,1014,Mr,623,2,Alone,2
626,0,1,male,0,0,32,S,D,46,Mr,623,9,Alone,1
627,0,2,male,0,0,12,Q,U,1014,Rare,63,9,Alone,1
628,1,1,female,0,0,77,S,D,46,Miss,293,2,Alone,3
629,0,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1
630,0,3,male,0,0,7,Q,U,1014,Mr,63,4,Alone,1
631,1,1,male,0,0,30,S,A,22,Mr,623,9,Alone,1
632,0,3,male,0,0,7,S,U,1014,Mr,623,9,Alone,1
633,1,1,male,0,0,30,C,B,65,Rare,157,6,Alone,1
634,0,1,male,0,0,0,S,U,1014,Mr,623,8,Alone,1
635,0,3,female,3,2,27,S,U,1014,Miss,293,0,Medium,6
636,1,2,female,0,0,13,S,U,1014,Miss,293,5,Alone,1
637,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1
638,0,2,male,1,1,26,S,U,1014,Mr,623,5,Small,3
639,0,3,female,0,5,39,S,U,1014,Mrs,293,8,Medium,7
640,0,3,male,1,0,16,S,U,1014,Mr,623,4,Small,2
641,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
642,1,1,female,0,0,69,C,B,65,Miss,113,3,Alone,2
643,0,3,female,3,2,27,S,U,1014,Miss,293,0,Medium,6
644,1,3,male,0,0,56,S,U,1014,Mr,623,5,Alone,8
645,1,3,female,2,1,19,C,U,1014,Miss,113,0,Small,4
646,1,1,male,1,0,76,C,D,46,Mr,157,9,Small,3
647,0,3,male,0,0,7,S,U,1014,Mr,623,2,Alone,1
648,1,1,male,0,0,35,C,A,22,Rare,157,9,Alone,1
649,0,3,male,0,0,7,S,U,1014,Mr,623,8,Alone,1
650,1,3,female,0,0,7,S,U,1014,Miss,293,3,Alone,1
651,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1
652,1,2,female,0,1,23,S,U,1014,Miss,293,1,Small,2
653,0,3,male,0,0,8,S,U,1014,Mr,623,2,Alone,1
654,1,3,female,0,0,7,Q,U,1014,Miss,60,7,Alone,1
655,0,3,female,0,0,6,Q,U,1014,Miss,60,1,Alone,1
656,0,2,male,2,0,73,S,U,1014,Mr,623,3,Small,7
657,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1
658,0,3,female,1,1,15,Q,U,1014,Mrs,60,6,Small,2
659,0,2,male,0,0,13,S,U,1014,Mr,623,3,Alone,1
660,0,1,male,0,2,113,C,D,46,Mr,157,9,Small,3
661,1,1,male,2,0,133,S,U,1014,Rare,623,9,Small,2
662,0,3,male,0,0,7,C,U,1014,Mr,157,8,Alone,1
663,0,1,male,0,0,25,S,E,41,Mr,623,8,Alone,1
664,0,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1
665,1,3,male,1,0,7,S,U,1014,Mr,623,2,Small,1
666,0,2,male,2,0,73,S,U,1014,Mr,623,6,Small,7
667,0,2,male,0,0,13,S,U,1014,Mr,623,4,Alone,1
668,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1
669,0,3,male,0,0,8,S,U,1014,Mr,623,8,Alone,1
670,1,1,female,1,0,52,S,C,94,Mrs,293,7,Small,2
671,1,2,female,1,1,39,S,U,1014,Mrs,293,8,Small,3
672,0,1,male,1,0,52,S,B,65,Mr,623,5,Small,2
673,0,2,male,0,0,10,S,U,1014,Mr,623,9,Alone,1
674,1,2,male,0,0,13,S,U,1014,Mr,623,5,Alone,1
675,0,2,male,0,0,0,S,U,1014,Mr,623,2,Alone,1
676,0,3,male,0,0,7,S,U,1014,Mr,623,1,Alone,1
677,0,3,male,0,0,8,S,U,1014,Mr,623,3,Alone,1
678,1,3,female,0,0,9,S,U,1014,Miss,293,1,Alone,1
679,0,3,female,1,6,46,S,U,1014,Mrs,293,8,Large,8
680,1,1,male,0,1,512,C,B,65,Mr,157,7,Small,4
681,0,3,female,0,0,8,Q,U,1014,Miss,60,6,Alone,1
682,1,1,male,0,0,76,C,D,46,Mr,157,4,Alone,3
683,0,3,male,0,0,9,S,U,1014,Mr,623,2,Alone,1
684,0,3,male,5,2,46,S,U,1014,Mr,623,0,Large,8
685,0,2,male,1,1,39,S,U,1014,Mr,623,9,Small,3
686,0,2,male,1,2,41,C,U,1014,Mr,157,4,Small,4
687,0,3,male,4,1,39,S,U,1014,Mr,623,0,Medium,7
688,0,3,male,0,0,10,S,U,1014,Mr,623,2,Alone,1
689,0,3,male,0,0,7,S,U,1014,Mr,623,1,Alone,1
690,1,1,female,0,1,211,S,B,65,Miss,293,0,Small,4
691,1,1,male,1,0,57,S,B,65,Mr,623,5,Small,2
692,1,3,female,0,1,13,C,U,1014,Miss,113,0,Small,2
693,1,3,male,0,0,56,S,U,1014,Mr,623,1,Alone,8
694,0,3,male,0,0,7,C,U,1014,Mr,157,4,Alone,1
695,0,1,male,0,0,26,S,U,1014,Rare,623,9,Alone,1
696,0,2,male,0,0,13,S,U,1014,Mr,623,9,Alone,1
697,0,3,male,0,0,8,S,U,1014,Mr,623,8,Alone,1
698,1,3,female,0,0,7,Q,U,1014,Miss,60,4,Alone,1
699,0,1,male,1,1,110,C,C,94,Mr,157,9,Small,4
700,0,3,male,0,0,7,S,F,21,Mr,623,8,Alone,1
701,1,1,female,1,0,227,C,C,94,Mrs,113,1,Small,5
702,1,1,male,0,0,26,S,E,41,Mr,623,6,Alone,1
703,0,3,female,0,1,14,C,U,1014,Miss,113,1,Small,2
704,0,3,male,0,0,7,Q,U,1014,Mr,63,4,Alone,1
705,0,3,male,1,0,7,S,U,1014,Mr,623,4,Small,1
706,0,2,male,0,0,26,S,U,1014,Mr,623,7,Alone,2
707,1,2,female,0,0,13,S,U,1014,Mrs,293,8,Alone,1
708,1,1,male,0,0,26,S,E,41,Mr,623,8,Alone,1
709,1,1,female,0,0,151,S,U,1014,Miss,293,2,Alone,6
710,1,3,male,1,1,15,C,U,1014,Master,157,6,Small,3
711,1,1,female,0,0,49,C,C,94,Miss,113,3,Alone,1
712,0,1,male,0,0,26,S,C,94,Mr,623,7,Alone,1
713,1,1,male,1,0,52,S,C,94,Mr,623,9,Small,2
714,0,3,male,0,0,9,S,U,1014,Mr,623,5,Alone,1
715,0,2,male,0,0,13,S,U,1014,Mr,623,9,Alone,2
716,0,3,male,0,0,7,S,F,21,Mr,623,2,Alone,1
717,1,1,female,0,0,227,C,C,94,Miss,113,7,Alone,5
718,1,2,female,0,0,10,S,E,41,Miss,293,4,Alone,1
719,0,3,male,0,0,15,Q,U,1014,Mr,63,2,Alone,2
720,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1
721,1,2,female,0,1,33,S,U,1014,Miss,293,0,Small,3
722,0,3,male,1,0,7,S,U,1014,Mr,623,1,Small,1
723,0,2,male,0,0,13,S,U,1014,Mr,623,6,Alone,1
724,0,2,male,0,0,13,S,U,1014,Mr,623,9,Alone,1
725,1,1,male,1,0,53,S,E,41,Mr,623,4,Small,2
726,0,3,male,0,0,8,S,U,1014,Mr,623,2,Alone,1
727,1,2,female,3,0,21,S,U,1014,Mrs,293,5,Small,2
728,1,3,female,0,0,7,Q,U,1014,Miss,60,1,Alone,1
729,0,2,male,1,0,26,S,U,1014,Mr,623,4,Small,2
730,0,3,female,1,0,7,S,U,1014,Miss,293,4,Small,1
731,1,1,female,0,0,211,S,B,65,Miss,293,5,Alone,4
732,0,3,male,0,0,18,C,U,1014,Mr,157,0,Alone,2
733,0,2,male,0,0,0,S,U,1014,Mr,623,1,Alone,1
734,0,2,male,0,0,13,S,U,1014,Mr,623,3,Alone,1
735,0,2,male,0,0,13,S,U,1014,Mr,623,3,Alone,1
736,0,3,male,0,0,16,S,U,1014,Mr,623,5,Alone,2
737,0,3,female,1,3,34,S,U,1014,Mrs,293,9,Medium,5
738,1,1,male,0,0,512,C,B,65,Mr,157,6,Alone,4
739,0,3,male,0,0,7,S,U,1014,Mr,623,7,Alone,1
740,0,3,male,0,0,7,S,U,1014,Mr,623,6,Alone,1
741,1,1,male,0,0,30,S,D,46,Mr,623,4,Alone,1
742,0,1,male,1,0,78,S,C,94,Mr,623,7,Small,3
743,1,1,female,2,2,262,C,B,65,Miss,113,2,Medium,7
744,0,3,male,1,0,16,S,U,1014,Mr,623,3,Small,2
745,1,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1
746,0,1,male,1,1,71,S,B,65,Rare,623,9,Small,2
747,0,3,male,1,1,20,S,U,1014,Mr,623,1,Small,3
748,1,2,female,0,0,13,S,U,1014,Miss,293,5,Alone,1
749,0,1,male,1,0,53,S,D,46,Mr,623,2,Small,2
750,0,3,male,0,0,7,Q,U,1014,Mr,63,5,Alone,1
751,1,2,female,1,1,23,S,U,1014,Miss,293,0,Small,3
752,1,3,male,0,1,12,S,E,41,Master,623,0,Small,2
753,0,3,male,0,0,9,S,U,1014,Mr,623,6,Alone,1
754,0,3,male,0,0,7,S,U,1014,Mr,623,3,Alone,1
755,1,2,female,1,2,65,S,U,1014,Mrs,293,9,Small,5
756,1,2,male,1,1,14,S,U,1014,Master,623,0,Small,2
757,0,3,male,0,0,7,S,U,1014,Mr,623,5,Alone,1
758,0,2,male,0,0,11,S,U,1014,Mr,623,1,Alone,1
759,0,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1
760,1,1,female,0,0,86,S,B,65,Rare,293,6,Alone,3
761,0,3,male,0,0,14,S,U,1014,Mr,623,2,Alone,2
762,0,3,male,0,0,7,S,U,1014,Mr,623,8,Alone,1
763,1,3,male,0,0,7,C,U,1014,Mr,157,2,Alone,1
764,1,1,female,1,2,120,S,B,65,Mrs,293,7,Small,4
765,0,3,male,0,0,7,S,U,1014,Mr,623,1,Alone,1
766,1,1,female,1,0,77,S,D,46,Mrs,293,9,Small,3
767,0,1,male,0,0,39,C,U,1014,Rare,157,2,Alone,1
768,0,3,female,0,0,7,Q,U,1014,Miss,60,5,Alone,1
769,0,3,male,1,0,24,Q,U,1014,Mr,63,5,Small,3
770,0,3,male,0,0,8,S,U,1014,Mr,623,6,Alone,1
771,0,3,male,0,0,9,S,U,1014,Mr,623,3,Alone,1
772,0,3,male,0,0,7,S,U,1014,Mr,623,9,Alone,1
773,0,2,female,0,0,10,S,E,41,Mrs,293,9,Alone,2
774,0,3,male,0,0,7,C,U,1014,Mr,157,5,Alone,1
775,1,2,female,1,3,23,S,U,1014,Mrs,293,9,Medium,2
776,0,3,male,0,0,7,S,U,1014,Mr,623,1,Alone,1
777,0,3,male,0,0,7,Q,F,21,Mr,63,4,Alone,1
778,1,3,female,0,0,12,S,U,1014,Miss,293,0,Alone,2
779,0,3,male,0,0,7,Q,U,1014,Mr,63,6,Alone,1
780,1,1,female,0,1,211,S,B,65,Mrs,293,8,Small,4
781,1,3,female,0,0,7,C,U,1014,Miss,113,0,Alone,1
782,1,1,female,1,0,57,S,B,65,Mrs,293,1,Small,2
783,0,1,male,0,0,30,S,D,46,Mr,623,5,Alone,1
784,0,3,male,1,2,23,S,U,1014,Mr,623,8,Small,4
785,0,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1
786,0,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1
787,1,3,female,0,0,7,S,U,1014,Miss,293,1,Alone,1
788,0,3,male,4,1,29,Q,U,1014,Master,63,0,Medium,6
789,1,3,male,1,2,20,S,U,1014,Master,623,0,Small,4
790,0,1,male,0,0,79,C,B,65,Mr,157,8,Alone,2
791,0,3,male,0,0,7,Q,U,1014,Mr,63,8,Alone,1
792,0,2,male,0,0,26,S,U,1014,Mr,623,1,Alone,2
793,0,3,female,8,2,69,S,U,1014,Miss,293,7,Large,11
794,0,1,male,0,0,30,C,U,1014,Mr,157,2,Alone,1
795,0,3,male,0,0,7,S,U,1014,Mr,623,4,Alone,1
796,0,2,male,0,0,13,S,U,1014,Mr,623,7,Alone,1
797,1,1,female,0,0,25,S,D,46,Rare,293,9,Alone,1
798,1,3,female,0,0,8,S,U,1014,Mrs,293,5,Alone,1
799,0,3,male,0,0,7,C,U,1014,Mr,157,5,Alone,1
800,0,3,female,1,1,24,S,U,1014,Mrs,293,5,Small,3
801,0,2,male,0,0,13,S,U,1014,Mr,623,6,Alone,2
802,1,2,female,1,1,26,S,U,1014,Mrs,293,5,Small,3
