,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked,Deck,Title
323,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,22,1,1,29,0,8,Mrs
324,0,3,"Sage, Mr. George John Jr",0,40,8,2,69,0,8,Mr
325,1,1,"Young, Miss. Marie Grice",1,36,0,0,135,1,3,Miss
326,0,3,"Nysveen, Mr. Johan Hansen",0,61,0,0,6,0,8,Mr
327,1,2,"Ball, Mrs. (Ada E Hall)",1,36,0,0,13,0,4,Mrs
328,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",1,31,1,1,20,0,8,Mrs
329,1,1,"Hippach, Miss. Jean Gertrude",1,16,0,1,57,1,2,Miss
330,1,3,"McCoy, Miss. Agnes",1,28,2,0,23,2,8,Miss
331,0,1,"Partner, Mr. Austen",0,45,0,0,28,0,3,Mr
332,0,1,"Graham, Mr. George Edward",0,38,0,1,153,0,3,Mr
333,0,3,"Vander Planke, Mr. Leo Edmondus",0,16,2,0,18,0,8,Mr
334,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",1,39,1,0,133,0,8,Mrs
335,0,3,"Denkoff, Mr. Mitto",0,39,0,0,7,0,8,Mr
336,0,1,"Pears, Mr. Thomas Clinton",0,29,1,0,66,0,3,Mr
337,1,1,"Burns, Miss. Elizabeth Margaret",1,41,0,0,134,1,5,Miss
338,1,3,"Dahl, Mr. Karl Edwart",0,45,0,0,8,0,8,Mr
339,0,1,"Blackwell, Mr. Stephen Weart",0,45,0,0,35,0,0,Mr
340,1,2,"Navratil, Master. Edmond Roger",0,2,1,1,26,0,6,Master
341,1,1,"Fortune, Miss. Alice Elizabeth",1,24,3,2,263,0,3,Miss
342,0,2,"Collander, Mr. Erik Gustaf",0,28,0,0,13,0,8,Mr
343,0,2,"Sedgwick, Mr. Charles Frederick Waddington",0,25,0,0,13,0,8,Mr
344,0,2,"Fox, Mr. Stanley Hubert",0,36,0,0,13,0,8,Mr
345,1,2,"Brown, Miss. Amelia ""Mildred""",1,24,0,0,13,0,6,Miss
346,1,2,"Smith, Miss. Marion Elsie",1,40,0,0,13,0,8,Miss
347,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",1,20,1,0,16,0,8,Mrs
348,1,3,"Coutts, Master. William Loch ""William""",0,3,1,1,15,0,8,Master
349,0,3,"Dimic, Mr. Jovan",0,42,0,0,8,0,8,Mr
350,0,3,"Odahl, Mr. Nils Martin",0,23,0,0,9,0,8,Mr
351,0,1,"Williams-Lambert, Mr. Fletcher Fellows",0,15,0,0,35,0,3,Mr
352,0,3,"Elias, Mr. Tannous",0,15,1,1,7,1,8,Mr
353,0,3,"Arnold-Franchi, Mr. Josef",0,25,1,0,17,0,8,Mr
354,0,3,"Yousif, Mr. Wazli",0,20,0,0,7,1,8,Mr
355,0,3,"Vanden Steen, Mr. Leo Peter",0,28,0,0,9,0,8,Mr
356,1,1,"Bowerman, Miss. Elsie Edith",1,22,0,1,55,0,5,Miss
357,0,2,"Funk, Miss. Annie Clemmer",1,38,0,0,13,0,8,Miss
358,1,3,"McGovern, Miss. Mary",1,35,0,0,7,2,8,Miss
359,1,3,"Mockler, Miss. Helen Mary ""Ellie""",1,24,0,0,7,2,8,Miss
360,0,3,"Skoog, Mr. Wilhelm",0,40,1,4,27,0,8,Mr
361,0,2,"del Carlo, Mr. Sebastiano",0,29,1,0,27,1,8,Mr
362,0,3,"Barbara, Mrs. (Catherine David)",1,45,0,1,14,1,8,Mrs
363,0,3,"Asim, Mr. Adola",0,35,0,0,7,0,8,Mr
364,0,3,"O'Brien, Mr. Thomas",0,27,1,0,15,2,8,Mr
365,0,3,"Adahl, Mr. Mauritz Nils Martin",0,30,0,0,7,0,8,Mr
366,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",1,60,1,0,75,1,4,Mrs
367,1,3,"Moussa, Mrs. (Mantoura Boulos)",1,29,0,0,7,1,8,Mrs
368,1,3,"Jermyn, Miss. Annie",1,35,0,0,7,2,8,Miss
369,1,1,"Aubart, Mme. Leontine Pauline",1,24,0,0,69,1,2,Mrs
370,1,1,"Harder, Mr. George Achilles",0,25,1,0,55,1,5,Mr
371,0,3,"Wiklund, Mr. Jakob Alfred",0,18,1,0,6,0,8,Mr
372,0,3,"Beavan, Mr. William Thomas",0,19,0,0,8,0,8,Mr
373,0,1,"Ringhini, Mr. Sante",0,22,0,0,135,1,8,Mr
374,0,3,"Palsson, Miss. Stina Viola",1,3,3,1,21,0,8,Miss
375,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",1,34,1,0,82,1,8,Mrs
376,1,3,"Landergren, Miss. Aurora Adelia",1,22,0,0,7,0,8,Miss
377,0,1,"Widener, Mr. Harry Elkins",0,27,0,2,211,1,3,Mr
378,0,3,"Betros, Mr. Tannous",0,20,0,0,4,1,8,Mr
379,0,3,"Gustafsson, Mr. Karl Gideon",0,19,0,0,7,0,8,Mr
380,1,1,"Bidois, Miss. Rosalie",1,42,0,0,227,1,8,Miss
381,1,3,"Nakid, Miss. Maria (""Mary"")",1,1,0,2,15,1,8,Miss
382,0,3,"Tikkanen, Mr. Juho",0,32,0,0,7,0,8,Mr
383,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",1,35,1,0,52,0,8,Mrs
384,0,3,"Plotcharsky, Mr. Vasil",0,34,0,0,7,0,8,Mr
385,0,2,"Davies, Mr. Charles Henry",0,18,0,0,73,0,8,Mr
386,0,3,"Goodwin, Master. Sidney Leonard",0,1,5,2,46,0,8,Master
387,1,2,"Buss, Miss. Kate",1,36,0,0,13,0,8,Miss
388,0,3,"Sadlier, Mr. Matthew",0,30,0,0,7,2,8,Mr
389,1,2,"Lehmann, Miss. Bertha",1,17,0,0,12,1,8,Miss
390,1,1,"Carter, Mr. William Ernest",0,36,1,2,120,0,2,Mr
391,1,3,"Jansson, Mr. Carl Olof",0,21,0,0,7,0,8,Mr
392,0,3,"Gustafsson, Mr. Johan Birger",0,28,2,0,7,0,8,Mr
393,1,1,"Newell, Miss. Marjorie",1,23,1,0,113,1,4,Miss
394,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",1,24,0,2,16,0,7,Mrs
395,0,3,"Johansson, Mr. Erik",0,22,0,0,7,0,8,Mr
396,0,3,"Olsson, Miss. Elina",1,31,0,0,7,0,8,Miss
397,0,2,"McKane, Mr. Peter David",0,46,0,0,26,0,8,Mr
398,0,2,"Pain, Dr. Alfred",0,23,0,0,10,0,8,Rare
399,1,2,"Trout, Mrs. William H (Jessie L)",1,28,0,0,12,0,8,Mrs
400,1,3,"Niskanen, Mr. Juha",0,39,0,0,7,0,8,Mr
401,0,3,"Adams, Mr. John",0,26,0,0,8,0,8,Mr
402,0,3,"Jussila, Miss. Mari Aina",1,21,1,0,9,0,8,Miss
403,0,3,"Hakkarainen, Mr. Pekka Pietari",0,28,1,0,15,0,8,Mr
404,0,3,"Oreskovic, Miss. Marija",1,20,0,0,8,0,8,Miss
405,0,2,"Gale, Mr. Shadrach",0,34,1,0,21,0,8,Mr
406,0,3,"Widegren, Mr. Carl/Charles Peter",0,51,0,0,7,0,8,Mr
407,1,2,"Richards, Master. William Rowe",0,3,1,1,18,0,8,Master
408,0,3,"Birkeland, Mr. Hans Martin Monsen",0,21,0,0,7,0,8,Mr
409,0,3,"Lefebre, Miss. Ida",1,20,3,1,25,0,8,Miss
410,0,3,"Sdycoff, Mr. Todor",0,40,0,0,7,0,8,Mr
411,0,3,"Hart, Mr. Henry",0,15,0,0,6,2,8,Mr
412,1,1,"Minahan, Miss. Daisy E",1,33,1,0,90,2,3,Miss
413,0,2,"Cunningham, Mr. Alfred Fleming",0,26,0,0,0,0,8,Mr
414,1,3,"Sundman, Mr. Johan Julian",0,44,0,0,7,0,8,Mr
415,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",1,22,0,0,8,0,8,Mrs
416,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,34,1,1,32,0,8,Mrs
417,1,2,"Silven, Miss. Lyyli Karoliina",1,18,0,2,13,0,8,Miss
418,0,2,"Matthews, Mr. William John",0,30,0,0,13,0,8,Mr
419,0,3,"Van Impe, Miss. Catharina",1,10,0,2,24,0,8,Miss
420,0,3,"Gheorgheff, Mr. Stanio",0,25,0,0,7,1,8,Mr
421,0,3,"Charters, Mr. David",0,21,0,0,7,2,8,Mr
422,0,3,"Zimmerman, Mr. Leo",0,29,0,0,7,0,8,Mr
423,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",1,28,1,1,14,0,8,Mrs
424,0,3,"Rosblom, Mr. Viktor Richard",0,18,1,1,20,0,8,Mr
425,0,3,"Wiseman, Mr. Phillippe",0,35,0,0,7,0,8,Mr
426,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",1,28,1,0,26,0,8,Mrs
427,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",1,19,0,0,26,0,8,Miss
428,0,3,"Flynn, Mr. James",0,26,0,0,7,2,8,Mr
429,1,3,"Pickard, Mr. Berk (Berk Trembisky)",0,32,0,0,8,0,5,Mr
430,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0,28,0,0,26,0,3,Mr
431,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",1,35,1,0,16,0,8,Mrs
432,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",1,42,1,0,26,0,8,Mrs
433,0,3,"Kallio, Mr. Nikolai Erland",0,17,0,0,7,0,8,Mr
434,0,1,"Silvey, Mr. William Baird",0,50,1,0,55,0,5,Mr
435,1,1,"Carter, Miss. Lucile Polk",1,14,1,2,120,0,2,Miss
436,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",1,21,2,2,34,0,8,Miss
437,1,2,"Richards, Mrs. Sidney (Emily Hocking)",1,24,2,3,18,0,8,Mrs
438,0,1,"Fortune, Mr. Mark",0,64,1,4,263,0,3,Mr
439,0,2,"Kvillner, Mr. Johan Henrik Johannesson",0,31,0,0,10,0,8,Mr
440,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,45,1,1,26,0,8,Mrs
441,0,3,"Hampe, Mr. Leon",0,20,0,0,9,0,8,Mr
442,0,3,"Petterson, Mr. Johan Emil",0,25,1,0,7,0,8,Mr
443,1,2,"Reynaldo, Ms. Encarnacion",1,28,0,0,13,0,8,Miss
444,1,3,"Johannesen-Bratthammer, Mr. Bernt",0,15,0,0,8,0,8,Mr
445,1,1,"Dodge, Master. Washington",0,4,0,2,81,0,1,Master
446,1,2,"Mellinger, Miss. Madeleine Violet",1,13,0,1,19,0,8,Miss
447,1,1,"Seward, Mr. Frederic Kimber",0,34,0,0,26,0,8,Mr
448,1,3,"Baclini, Miss. Marie Catherine",1,5,2,1,19,1,8,Miss
449,1,1,"Peuchen, Major. Arthur Godfrey",0,52,0,0,30,0,3,Rare
450,0,2,"West, Mr. Edwy Arthur",0,36,1,2,27,0,8,Mr
451,0,3,"Hagland, Mr. Ingvald Olai Olsen",0,33,1,0,19,0,8,Mr
452,0,1,"Foreman, Mr. Benjamin Laventall",0,30,0,0,27,1,3,Mr
453,1,1,"Goldenberg, Mr. Samuel L",0,49,1,0,89,1,3,Mr
454,0,3,"Peduzzi, Mr. Joseph",0,40,0,0,8,0,8,Mr
455,1,3,"Jalsevac, Mr. Ivan",0,29,0,0,7,1,8,Mr
456,0,1,"Millet, Mr. Francis Davis",0,65,0,0,26,0,5,Mr
457,1,1,"Kenyon, Mrs. Frederick R (Marion)",1,40,1,0,51,0,4,Mrs
458,1,2,"Toomey, Miss. Ellen",1,50,0,0,10,0,8,Miss
459,0,3,"O'Connor, Mr. Maurice",0,35,0,0,7,2,8,Mr
460,1,1,"Anderson, Mr. Harry",0,48,0,0,26,0,5,Mr
461,0,3,"Morley, Mr. William",0,34,0,0,8,0,8,Mr
462,0,1,"Gee, Mr. Arthur H",0,47,0,0,38,0,5,Mr
463,0,2,"Milling, Mr. Jacob Christian",0,48,0,0,13,0,8,Mr
464,0,3,"Maisner, Mr. Simon",0,15,0,0,8,0,8,Mr
465,0,3,"Goncalves, Mr. Manuel Estanslas",0,38,0,0,7,0,8,Mr
466,0,2,"Campbell, Mr. William",0,41,0,0,0,0,8,Mr
467,0,1,"Smart, Mr. John Montgomery",0,56,0,0,26,0,8,Mr
468,0,3,"Scanlan, Mr. James",0,37,0,0,7,2,8,Mr
469,1,3,"Baclini, Miss. Helene Barbara",1,0,2,1,19,1,8,Miss
470,0,3,"Keefe, Mr. Arthur",0,21,0,0,7,0,8,Mr
471,0,3,"Cacic, Mr. Luka",0,38,0,0,8,0,8,Mr
472,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",1,33,1,2,27,0,8,Mrs
473,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",1,23,0,0,13,1,4,Mrs
474,0,3,"Strandberg, Miss. Ida Sofia",1,22,0,0,9,0,8,Miss
475,0,1,"Clifford, Mr. George Quincy",0,25,0,0,52,0,1,Mr
476,0,2,"Renouf, Mr. Peter Henry",0,34,1,0,21,0,8,Mr
477,0,3,"Braund, Mr. Lewis Richard",0,29,1,0,7,0,8,Mr
478,0,3,"Karlsson, Mr. Nils August",0,22,0,0,7,0,8,Mr
479,1,3,"Hirvonen, Miss. Hildur E",1,2,0,1,12,0,8,Miss
480,0,3,"Goodwin, Master. Harold Victor",0,9,5,2,46,0,8,Master
481,0,2,"Frost, Mr. Anthony Wood ""Archie""",0,33,0,0,0,0,8,Mr
482,0,3,"Rouse, Mr. Richard Henry",0,50,0,0,8,0,8,Mr
483,1,3,"Turkula, Mrs. (Hedwig)",1,63,0,0,9,0,8,Mrs
484,1,1,"Bishop, Mr. Dickinson H",0,25,1,0,91,1,2,Mr
485,0,3,"Lefebre, Miss. Jeannie",1,20,3,1,25,0,8,Miss
486,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",1,35,1,0,90,0,3,Mrs
487,0,1,"Kent, Mr. Edward Austin",0,58,0,0,29,1,2,Mr
488,0,3,"Somerton, Mr. Francis William",0,30,0,0,8,0,8,Mr
489,1,3,"Coutts, Master. Eden Leslie ""Neville""",0,9,1,1,15,0,8,Master
490,0,3,"Hagland, Mr. Konrad Mathias Reiersen",0,38,1,0,19,0,8,Mr
491,0,3,"Windelov, Mr. Einar",0,21,0,0,7,0,8,Mr
492,0,1,"Molson, Mr. Harry Markland",0,55,0,0,30,0,3,Mr
493,0,1,"Artagaveytia, Mr. Ramon",0,71,0,0,49,1,8,Mr
494,0,3,"Stanley, Mr. Edward Roland",0,21,0,0,8,0,8,Mr
495,0,3,"Yousseff, Mr. Gerious",0,36,0,0,14,1,8,Mr
496,1,1,"Eustis, Miss. Elizabeth Mussey",1,54,1,0,78,1,4,Miss
497,0,3,"Shellard, Mr. Frederick William",0,40,0,0,15,0,8,Mr
498,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",1,25,1,2,151,0,3,Mrs
499,0,3,"Svensson, Mr. Olof",0,24,0,0,7,0,8,Mr
500,0,3,"Calic, Mr. Petar",0,17,0,0,8,0,8,Mr
501,0,3,"Canavan, Miss. Mary",1,21,0,0,7,2,8,Miss
502,0,3,"O'Sullivan, Miss. Bridget Mary",1,20,0,0,7,2,8,Miss
503,0,3,"Laitinen, Miss. Kristina Sofia",1,37,0,0,9,0,8,Miss
504,1,1,"Maioni, Miss. Roberta",1,16,0,0,86,0,2,Miss
505,0,1,"Penasco y Castellana, Mr. Victor de Satode",0,18,1,0,108,1,3,Mr
506,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",1,33,0,2,26,0,8,Mrs
507,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",0,32,0,0,26,0,8,Mr
508,0,3,"Olsen, Mr. Henry Margido",0,28,0,0,22,0,8,Mr
509,1,3,"Lang, Mr. Fang",0,26,0,0,56,0,8,Mr
510,1,3,"Daly, Mr. Eugene Patrick",0,29,0,0,7,2,8,Mr
511,0,3,"Webber, Mr. James",0,40,0,0,8,0,8,Mr
512,1,1,"McGough, Mr. James Robert",0,36,0,0,26,0,5,Mr
513,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,54,1,0,59,1,8,Mrs
514,0,3,"Coleff, Mr. Satio",0,24,0,0,7,0,8,Mr
515,0,1,"Walker, Mr. William Anderson",0,47,0,0,34,0,4,Mr
516,1,2,"Lemore, Mrs. (Amelia Milley)",1,34,0,0,10,0,6,Mrs
517,0,3,"Ryan, Mr. Patrick",0,23,0,0,24,2,8,Mr
518,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",1,36,1,0,26,0,8,Mrs
519,0,3,"Pavlovic, Mr. Stefo",0,32,0,0,7,0,8,Mr
520,1,1,"Perreault, Miss. Anne",1,30,0,0,93,0,2,Miss
521,0,3,"Vovk, Mr. Janko",0,22,0,0,7,0,8,Mr
522,0,3,"Lahoud, Mr. Sarkis",0,23,0,0,7,1,8,Mr
523,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1,44,0,1,57,1,2,Mrs
524,0,3,"Kassem, Mr. Fared",0,18,0,0,7,1,8,Mr
525,0,3,"Farrell, Mr. James",0,40,0,0,7,2,8,Mr
526,1,2,"Ridsdale, Miss. Lucy",1,50,0,0,10,0,8,Miss
527,0,1,"Farthing, Mr. John",0,21,0,0,221,0,3,Mr
528,0,3,"Salonen, Mr. Johan Werner",0,39,0,0,7,0,8,Mr
529,0,2,"Hocking, Mr. Richard George",0,23,2,1,11,0,8,Mr
530,1,2,"Quick, Miss. Phyllis May",1,2,1,1,26,0,8,Miss
531,0,3,"Toufik, Mr. Nakli",0,42,0,0,7,1,8,Mr
532,0,3,"Elias, Mr. Joseph Jr",0,17,1,1,7,1,8,Mr
533,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",1,34,0,2,22,1,8,Mrs
534,0,3,"Cacic, Miss. Marija",1,30,0,0,8,0,8,Miss
535,1,2,"Hart, Miss. Eva Miriam",1,7,0,2,26,0,8,Miss
536,0,1,"Butt, Major. Archibald Willingham",0,45,0,0,26,0,2,Rare
537,1,1,"LeRoy, Miss. Bertha",1,30,0,0,106,1,8,Miss
538,0,3,"Risien, Mr. Samuel Beard",0,23,0,0,14,0,8,Mr
539,1,1,"Frolicher, Miss. Hedwig Margaritha",1,22,0,2,49,1,2,Miss
540,1,1,"Crosby, Miss. Harriet R",1,36,0,2,71,0,2,Miss
541,0,3,"Andersson, Miss. Ingeborg Constanzia",1,9,4,2,31,0,8,Miss
542,0,3,"Andersson, Miss. Sigrid Elisabeth",1,11,4,2,31,0,8,Miss
543,1,2,"Beane, Mr. Edward",0,32,1,0,26,0,8,Mr
544,0,1,"Douglas, Mr. Walter Donald",0,50,1,0,106,1,3,Mr
545,0,1,"Nicholson, Mr. Arthur Ernest",0,64,0,0,26,0,8,Mr
546,1,2,"Beane, Mrs. Edward (Ethel Clarke)",1,19,1,0,26,0,8,Mrs
547,1,2,"Padro y Manent, Mr. Julian",0,19,0,0,13,1,8,Mr
548,0,3,"Goldsmith, Mr. Frank John",0,33,1,1,20,0,8,Mr
549,1,2,"Davies, Master. John Morgan Jr",0,8,1,1,36,0,8,Master
550,1,1,"Thayer, Mr. John Borland Jr",0,17,0,2,110,1,3,Mr
551,0,2,"Sharp, Mr. Percival James R",0,27,0,0,26,0,8,Mr
552,0,3,"O'Brien, Mr. Timothy",0,18,0,0,7,2,8,Mr
553,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",0,22,0,0,7,1,8,Mr
554,1,3,"Ohman, Miss. Velin",1,22,0,0,7,0,8,Miss
555,0,1,"Wright, Mr. George",0,62,0,0,26,0,8,Mr
556,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,48,1,0,39,1,1,Rare
557,0,1,"Robbins, Mr. Victor",0,29,0,0,227,1,8,Mr
558,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",1,39,1,1,79,0,5,Mrs
559,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",1,36,1,0,17,0,8,Mrs
560,0,3,"Morrow, Mr. Thomas Rowan",0,37,0,0,7,2,8,Mr
561,0,3,"Sivic, Mr. Husein",0,40,0,0,7,0,8,Mr
562,0,2,"Norman, Mr. Robert Douglas",0,28,0,0,13,0,8,Mr
563,0,3,"Simmons, Mr. John",0,28,0,0,8,0,8,Mr
564,0,3,"Meanwell, Miss. (Marion Ogden)",1,29,0,0,8,0,8,Miss
565,0,3,"Davies, Mr. Alfred J",0,24,2,0,24,0,8,Mr
566,0,3,"Stoytcheff, Mr. Ilia",0,19,0,0,7,0,8,Mr
567,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",1,29,0,4,21,0,8,Mrs
568,0,3,"Doharr, Mr. Tannous",0,20,0,0,7,1,8,Mr
569,1,3,"Jonsson, Mr. Carl",0,32,0,0,7,0,8,Mr
570,1,2,"Harris, Mr. George",0,62,0,0,10,0,8,Mr
571,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",1,53,2,0,51,0,3,Mrs
572,1,1,"Flynn, Mr. John Irwin (""Irving"")",0,36,0,0,26,0,5,Mr
573,1,3,"Kelly, Miss. Mary",1,39,0,0,7,2,8,Miss
574,0,3,"Rush, Mr. Alfred George John",0,16,0,0,8,0,8,Mr
575,0,3,"Patchett, Mr. George",0,19,0,0,14,0,8,Mr
576,1,2,"Garside, Miss. Ethel",1,34,0,0,13,0,8,Miss
577,1,1,"Silvey, Mrs. William Baird (Alice Munger)",1,39,1,0,55,0,5,Mrs
578,0,3,"Caram, Mrs. Joseph (Maria Elias)",1,20,1,0,14,1,8,Mrs
579,1,3,"Jussila, Mr. Eiriik",0,32,0,0,7,0,8,Mr
580,1,2,"Christy, Miss. Julie Rachel",1,25,1,1,30,0,8,Miss
581,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",1,39,1,1,110,1,3,Mrs
582,0,2,"Downton, Mr. William James",0,54,0,0,26,0,8,Mr
583,0,1,"Ross, Mr. John Hugo",0,36,0,0,40,1,1,Mr
584,0,3,"Paulner, Mr. Uscher",0,33,0,0,8,1,8,Mr
585,1,1,"Taussig, Miss. Ruth",1,18,0,2,79,0,5,Miss
586,0,2,"Jarvis, Mr. John Denzil",0,47,0,0,15,0,8,Mr
587,1,1,"Frolicher-Stehli, Mr. Maxmillian",0,60,1,1,79,1,2,Mr
588,0,3,"Gilinski, Mr. Eliezer",0,22,0,0,8,0,8,Mr
589,0,3,"Murdlin, Mr. Joseph",0,30,0,0,8,0,8,Mr
590,0,3,"Rintamaki, Mr. Matti",0,35,0,0,7,0,8,Mr
591,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",1,52,1,0,78,1,4,Mrs
592,0,3,"Elsbury, Mr. William James",0,47,0,0,7,0,8,Mr
593,0,3,"Bourke, Miss. Mary",1,15,0,2,7,2,8,Miss
594,0,2,"Chapman, Mr. John Henry",0,37,1,0,26,0,8,Mr
595,0,3,"Van Impe, Mr. Jean Baptiste",0,36,1,1,24,0,8,Mr
596,1,2,"Leitch, Miss. Jessie Wills",1,34,0,0,33,0,8,Miss
597,0,3,"Johnson, Mr. Alfred",0,49,0,0,0,0,8,Mr
598,0,3,"Boulos, Mr. Hanna",0,26,0,0,7,1,8,Mr
599,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",0,49,1,0,56,1,1,Rare
600,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",1,24,2,1,27,0,8,Mrs
601,0,3,"Slabenoff, Mr. Petco",0,36,0,0,7,0,8,Mr
602,0,1,"Harrington, Mr. Charles H",0,16,0,0,42,0,8,Mr
603,0,3,"Torber, Mr. Ernst William",0,44,0,0,8,0,8,Mr
604,1,1,"Homer, Mr. Harry (""Mr E Haven"")",0,35,0,0,26,1,8,Mr
605,0,3,"Lindell, Mr. Edvard Bengtsson",0,36,1,0,15,0,8,Mr
606,0,3,"Karaic, Mr. Milan",0,30,0,0,7,0,8,Mr
607,1,1,"Daniel, Mr. Robert Williams",0,27,0,0,30,0,8,Mr
608,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",1,22,1,2,41,1,8,Mrs
609,1,1,"Shutes, Miss. Elizabeth W",1,40,0,0,153,0,3,Miss
610,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",1,39,1,5,31,0,8,Mrs
611,0,3,"Jardin, Mr. Jose Neto",0,32,0,0,7,0,8,Mr
612,1,3,"Murphy, Miss. Margaret Jane",1,34,1,0,15,2,8,Miss
613,0,3,"Horgan, Mr. John",0,35,0,0,7,2,8,Mr
614,0,3,"Brocklebank, Mr. William Alfred",0,35,0,0,8,0,8,Mr
615,1,2,"Herman, Miss. Alice",1,24,1,2,65,0,8,Miss
616,0,3,"Danbom, Mr. Ernst Gilbert",0,34,1,1,14,0,8,Mr
617,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",1,26,1,0,16,0,8,Mrs
618,1,2,"Becker, Miss. Marion Louise",1,4,2,1,39,0,6,Miss
619,0,2,"Gavey, Mr. Lawrence",0,26,0,0,10,0,8,Mr
620,0,3,"Yasbeck, Mr. Antoni",0,27,1,0,14,1,8,Mr
621,1,1,"Kimball, Mr. Edwin Nelson Jr",0,42,1,0,52,0,4,Mr
622,1,3,"Nakid, Mr. Sahid",0,20,1,1,15,1,8,Mr
623,0,3,"Hansen, Mr. Henry Damsgaard",0,21,0,0,7,0,8,Mr
624,0,3,"Bowen, Mr. David John ""Dai""",0,21,0,0,16,0,8,Mr
625,0,1,"Sutton, Mr. Frederick",0,61,0,0,32,0,4,Mr
626,0,2,"Kirkland, Rev. Charles Leonard",0,57,0,0,12,2,8,Rare
627,1,1,"Longley, Miss. Gretchen Fiske",1,21,0,0,77,0,4,Miss
628,0,3,"Bostandyeff, Mr. Guentcho",0,26,0,0,7,0,8,Mr
629,0,3,"O'Connell, Mr. Patrick D",0,35,0,0,7,2,8,Mr
630,1,1,"Barkworth, Mr. Algernon Henry Wilson",0,80,0,0,30,0,1,Mr
631,0,3,"Lundahl, Mr. Johan Svensson",0,51,0,0,7,0,8,Mr
632,1,1,"Stahelin-Maeglin, Dr. Max",0,32,0,0,30,1,2,Rare
633,0,1,"Parr, Mr. William Henry Marsh",0,25,0,0,0,0,8,Mr
634,0,3,"Skoog, Miss. Mabel",1,9,3,2,27,0,8,Miss
635,1,2,"Davis, Miss. Mary",1,28,0,0,13,0,8,Miss
636,0,3,"Leinonen, Mr. Antti Gustaf",0,32,0,0,7,0,8,Mr
637,0,2,"Collyer, Mr. Harvey",0,31,1,1,26,0,8,Mr
638,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",1,41,0,5,39,0,8,Mrs
639,0,3,"Thorneycroft, Mr. Percival",0,37,1,0,16,0,8,Mr
640,0,3,"Jensen, Mr. Hans Peder",0,20,0,0,7,0,8,Mr
641,1,1,"Sagesser, Mlle. Emma",1,24,0,0,69,1,2,Miss
642,0,3,"Skoog, Miss. Margit Elizabeth",1,2,3,2,27,0,8,Miss
643,1,3,"Foo, Mr. Choong",0,25,0,0,56,0,8,Mr
644,1,3,"Baclini, Miss. Eugenie",1,0,2,1,19,1,8,Miss
645,1,1,"Harper, Mr. Henry Sleeper",0,48,1,0,76,1,4,Mr
646,0,3,"Cor, Mr. Liudevit",0,19,0,0,7,0,8,Mr
647,1,1,"Simonius-Blumer, Col. Oberst Alfons",0,56,0,0,35,1,1,Rare
