Survived,Pclass,SibSp,Parch,Fare,port_sex,Age_bin,Ticket_freq,poly1,poly2,poly3,poly4,poly5,poly6,poly7,poly8,poly9,poly10,poly11,poly13,poly14,poly15,poly16,poly17,poly18,poly19,poly20,poly21,poly22,poly23,poly24,poly25,poly26,poly27,poly28,poly29,poly30,poly32,poly36,poly38,poly39,poly40,poly41,poly42,poly43,poly44,poly45,poly46,poly47,poly48,poly49,poly50,poly51,poly52,poly53,0,1,2,3,4,6,7,13,15,16,17,19,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,48,50,51,57,59,60,61
0,3,0,1,10,293,0,2,3.0,0.0,1.0,10.0,5.0,293.0,0.0,2.0,42436.0,618.0,0.0,2060.0,1030.0,60358.0,0.0,412.0,9.0,0.0,3.0,30.0,15.0,879.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,2.0,100.0,50.0,2930.0,0.0,20.0,25.0,1465.0,0.0,10.0,85849.0,0.0,586.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,1,0,15,623,6,2,3.0,1.0,0.0,15.0,1014.0,623.0,6.0,2.0,42849.0,621.0,207.0,3105.0,209898.0,128961.0,1242.0,414.0,9.0,3.0,0.0,45.0,3042.0,1869.0,18.0,6.0,1.0,0.0,15.0,1014.0,623.0,2.0,0.0,0.0,225.0,15210.0,9345.0,90.0,30.0,1028196.0,631722.0,6084.0,2028.0,388129.0,3738.0,1246.0,36.0,12.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,3,0,0,18,157,4,2,3.0,0.0,0.0,18.0,1014.0,157.0,4.0,2.0,43264.0,624.0,0.0,3744.0,210912.0,32656.0,832.0,416.0,9.0,0.0,0.0,54.0,3042.0,471.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,18252.0,2826.0,72.0,36.0,1028196.0,159198.0,4056.0,2028.0,24649.0,628.0,314.0,16.0,8.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,3,0,0,7,60,0,1,3.0,0.0,0.0,7.0,1014.0,60.0,0.0,1.0,43681.0,627.0,0.0,1463.0,211926.0,12540.0,0.0,209.0,9.0,0.0,0.0,21.0,3042.0,180.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,420.0,0.0,7.0,1028196.0,60840.0,0.0,1014.0,3600.0,0.0,60.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1,1,0,0,31,157,7,1,1.0,0.0,0.0,31.0,22.0,157.0,7.0,1.0,44100.0,210.0,0.0,6510.0,4620.0,32970.0,1470.0,210.0,1.0,0.0,0.0,31.0,22.0,157.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,682.0,4867.0,217.0,31.0,484.0,3454.0,154.0,22.0,24649.0,1099.0,157.0,49.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3,0,0,7,623,3,1,3.0,0.0,0.0,7.0,1014.0,623.0,3.0,1.0,44521.0,633.0,0.0,1477.0,213954.0,131453.0,633.0,211.0,9.0,0.0,0.0,21.0,3042.0,1869.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,21.0,7.0,1028196.0,631722.0,3042.0,1014.0,388129.0,1869.0,623.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,2,0,0,21,293,6,2,2.0,0.0,0.0,21.0,1014.0,293.0,6.0,2.0,44944.0,424.0,0.0,4452.0,214968.0,62116.0,1272.0,424.0,4.0,0.0,0.0,42.0,2028.0,586.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,21294.0,6153.0,126.0,42.0,1028196.0,297102.0,6084.0,2028.0,85849.0,1758.0,586.0,36.0,12.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,3,0,0,7,623,2,1,3.0,0.0,0.0,7.0,1014.0,623.0,2.0,1.0,45369.0,639.0,0.0,1491.0,215982.0,132699.0,426.0,213.0,9.0,0.0,0.0,21.0,3042.0,1869.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,14.0,7.0,1028196.0,631722.0,2028.0,1014.0,388129.0,1246.0,623.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,2,0,0,13,623,5,1,2.0,0.0,0.0,13.0,1014.0,623.0,5.0,1.0,45796.0,428.0,0.0,2782.0,216996.0,133322.0,1070.0,214.0,4.0,0.0,0.0,26.0,2028.0,1246.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,8099.0,65.0,13.0,1028196.0,631722.0,5070.0,1014.0,388129.0,3115.0,623.0,25.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,1,0,7,63,8,1,3.0,1.0,0.0,7.0,1014.0,63.0,8.0,1.0,46225.0,645.0,215.0,1505.0,218010.0,13545.0,1720.0,215.0,9.0,3.0,0.0,21.0,3042.0,189.0,24.0,3.0,1.0,0.0,7.0,1014.0,63.0,1.0,0.0,0.0,49.0,7098.0,441.0,56.0,7.0,1028196.0,63882.0,8112.0,1014.0,3969.0,504.0,63.0,64.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,1,1,0,113,113,5,3,1.0,1.0,0.0,113.0,46.0,113.0,5.0,3.0,46656.0,216.0,216.0,24408.0,9936.0,24408.0,1080.0,648.0,1.0,1.0,0.0,113.0,46.0,113.0,5.0,3.0,1.0,0.0,113.0,46.0,113.0,3.0,0.0,0.0,12769.0,5198.0,12769.0,565.0,339.0,2116.0,5198.0,230.0,138.0,12769.0,565.0,339.0,25.0,15.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,3,0,0,7,293,4,1,3.0,0.0,0.0,7.0,1014.0,293.0,4.0,1.0,47089.0,651.0,0.0,1519.0,220038.0,63581.0,868.0,217.0,9.0,0.0,0.0,21.0,3042.0,879.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,2051.0,28.0,7.0,1028196.0,297102.0,4056.0,1014.0,85849.0,1172.0,293.0,16.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,2,1,0,27,623,8,2,2.0,1.0,0.0,27.0,1014.0,623.0,8.0,2.0,47524.0,436.0,218.0,5886.0,221052.0,135814.0,1744.0,436.0,4.0,2.0,0.0,54.0,2028.0,1246.0,16.0,4.0,1.0,0.0,27.0,1014.0,623.0,2.0,0.0,0.0,729.0,27378.0,16821.0,216.0,54.0,1028196.0,631722.0,8112.0,2028.0,388129.0,4984.0,1246.0,64.0,16.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,1,0,0,76,113,6,2,1.0,0.0,0.0,76.0,46.0,113.0,6.0,2.0,47961.0,219.0,0.0,16644.0,10074.0,24747.0,1314.0,438.0,1.0,0.0,0.0,76.0,46.0,113.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5776.0,3496.0,8588.0,456.0,152.0,2116.0,5198.0,276.0,92.0,12769.0,678.0,226.0,36.0,12.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2,0,0,10,623,5,1,2.0,0.0,0.0,10.0,1014.0,623.0,5.0,1.0,48400.0,440.0,0.0,2200.0,223080.0,137060.0,1100.0,220.0,4.0,0.0,0.0,20.0,2028.0,1246.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10140.0,6230.0,50.0,10.0,1028196.0,631722.0,5070.0,1014.0,388129.0,3115.0,623.0,25.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,3,0,0,8,623,0,1,3.0,0.0,0.0,8.0,1014.0,623.0,0.0,1.0,48841.0,663.0,0.0,1768.0,224094.0,137683.0,0.0,221.0,9.0,0.0,0.0,24.0,3042.0,1869.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,0.0,8.0,1028196.0,631722.0,0.0,1014.0,388129.0,0.0,623.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,2,0,0,13,623,4,1,2.0,0.0,0.0,13.0,1014.0,623.0,4.0,1.0,49284.0,444.0,0.0,2886.0,225108.0,138306.0,888.0,222.0,4.0,0.0,0.0,26.0,2028.0,1246.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,8099.0,52.0,13.0,1028196.0,631722.0,4056.0,1014.0,388129.0,2492.0,623.0,16.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,8,623,9,1,3.0,0.0,0.0,8.0,1014.0,623.0,9.0,1.0,49729.0,669.0,0.0,1784.0,226122.0,138929.0,2007.0,223.0,9.0,0.0,0.0,24.0,3042.0,1869.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8112.0,4984.0,72.0,8.0,1028196.0,631722.0,9126.0,1014.0,388129.0,5607.0,623.0,81.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,7,623,3,1,3.0,0.0,0.0,7.0,1014.0,623.0,3.0,1.0,50176.0,672.0,0.0,1568.0,227136.0,139552.0,672.0,224.0,9.0,0.0,0.0,21.0,3042.0,1869.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,21.0,7.0,1028196.0,631722.0,3042.0,1014.0,388129.0,1869.0,623.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,1,1,0,90,623,7,2,1.0,1.0,0.0,90.0,94.0,623.0,7.0,2.0,50625.0,225.0,225.0,20250.0,21150.0,140175.0,1575.0,450.0,1.0,1.0,0.0,90.0,94.0,623.0,7.0,2.0,1.0,0.0,90.0,94.0,623.0,2.0,0.0,0.0,8100.0,8460.0,56070.0,630.0,180.0,8836.0,58562.0,658.0,188.0,388129.0,4361.0,1246.0,49.0,14.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,3,0,0,9,623,2,1,3.0,0.0,0.0,9.0,1014.0,623.0,2.0,1.0,51076.0,678.0,0.0,2034.0,229164.0,140798.0,452.0,226.0,9.0,0.0,0.0,27.0,3042.0,1869.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,9126.0,5607.0,18.0,9.0,1028196.0,631722.0,2028.0,1014.0,388129.0,1246.0,623.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,2,0,0,10,623,1,1,2.0,0.0,0.0,10.0,1014.0,623.0,1.0,1.0,51529.0,454.0,0.0,2270.0,230178.0,141421.0,227.0,227.0,4.0,0.0,0.0,20.0,2028.0,1246.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10140.0,6230.0,10.0,10.0,1028196.0,631722.0,1014.0,1014.0,388129.0,623.0,623.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,7,623,2,1,3.0,0.0,0.0,7.0,1014.0,623.0,2.0,1.0,51984.0,684.0,0.0,1596.0,231192.0,142044.0,456.0,228.0,9.0,0.0,0.0,21.0,3042.0,1869.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,14.0,7.0,1028196.0,631722.0,2028.0,1014.0,388129.0,1246.0,623.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,2,0,0,13,623,1,1,2.0,0.0,0.0,13.0,1014.0,623.0,1.0,1.0,52441.0,458.0,0.0,2977.0,232206.0,142667.0,229.0,229.0,4.0,0.0,0.0,26.0,2028.0,1246.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,8099.0,13.0,13.0,1028196.0,631722.0,1014.0,1014.0,388129.0,623.0,623.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,3,1,25,293,7,5,3.0,3.0,1.0,25.0,1014.0,293.0,7.0,5.0,52900.0,690.0,690.0,5750.0,233220.0,67390.0,1610.0,1150.0,9.0,9.0,3.0,75.0,3042.0,879.0,21.0,15.0,9.0,3.0,75.0,3042.0,879.0,15.0,293.0,5.0,625.0,25350.0,7325.0,175.0,125.0,1028196.0,297102.0,7098.0,5070.0,85849.0,2051.0,1465.0,49.0,35.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1,1,1,0,83,293,6,2,1.0,1.0,0.0,83.0,94.0,293.0,6.0,2.0,53361.0,231.0,231.0,19173.0,21714.0,67683.0,1386.0,462.0,1.0,1.0,0.0,83.0,94.0,293.0,6.0,2.0,1.0,0.0,83.0,94.0,293.0,2.0,0.0,0.0,6889.0,7802.0,24319.0,498.0,166.0,8836.0,27542.0,564.0,188.0,85849.0,1758.0,586.0,36.0,12.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,3,0,0,7,623,5,1,3.0,0.0,0.0,7.0,1014.0,623.0,5.0,1.0,53824.0,696.0,0.0,1624.0,235248.0,144536.0,1160.0,232.0,9.0,0.0,0.0,21.0,3042.0,1869.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,4361.0,35.0,7.0,1028196.0,631722.0,5070.0,1014.0,388129.0,3115.0,623.0,25.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,2,0,0,13,623,9,1,2.0,0.0,0.0,13.0,1014.0,623.0,9.0,1.0,54289.0,466.0,0.0,3029.0,236262.0,145159.0,2097.0,233.0,4.0,0.0,0.0,26.0,2028.0,1246.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,13182.0,8099.0,117.0,13.0,1028196.0,631722.0,9126.0,1014.0,388129.0,5607.0,623.0,81.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,3,4,2,31,293,0,7,3.0,4.0,2.0,31.0,1014.0,293.0,0.0,7.0,54756.0,702.0,936.0,7254.0,237276.0,68562.0,0.0,1638.0,9.0,12.0,6.0,93.0,3042.0,879.0,0.0,21.0,16.0,8.0,124.0,4056.0,1172.0,28.0,586.0,14.0,961.0,31434.0,9083.0,0.0,217.0,1028196.0,297102.0,0.0,7098.0,85849.0,0.0,2051.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,2,0,0,10,623,3,1,2.0,0.0,0.0,10.0,1014.0,623.0,3.0,1.0,55225.0,470.0,0.0,2350.0,238290.0,146405.0,705.0,235.0,4.0,0.0,0.0,20.0,2028.0,1246.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10140.0,6230.0,30.0,10.0,1028196.0,631722.0,3042.0,1014.0,388129.0,1869.0,623.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,0,0,7,293,2,1,3.0,0.0,0.0,7.0,1014.0,293.0,2.0,1.0,55696.0,708.0,0.0,1652.0,239304.0,69148.0,472.0,236.0,9.0,0.0,0.0,21.0,3042.0,879.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7098.0,2051.0,14.0,7.0,1028196.0,297102.0,2028.0,1014.0,85849.0,586.0,293.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,2,1,0,26,623,8,2,2.0,1.0,0.0,26.0,1014.0,623.0,8.0,2.0,56169.0,474.0,237.0,6162.0,240318.0,147651.0,1896.0,474.0,4.0,2.0,0.0,52.0,2028.0,1246.0,16.0,4.0,1.0,0.0,26.0,1014.0,623.0,2.0,0.0,0.0,676.0,26364.0,16198.0,208.0,52.0,1028196.0,631722.0,8112.0,2028.0,388129.0,4984.0,1246.0,64.0,16.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,2,0,2,26,293,0,3,2.0,0.0,2.0,26.0,1014.0,293.0,0.0,3.0,56644.0,476.0,0.0,6188.0,241332.0,69734.0,0.0,714.0,4.0,0.0,4.0,52.0,2028.0,586.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,6.0,676.0,26364.0,7618.0,0.0,78.0,1028196.0,297102.0,0.0,3042.0,85849.0,0.0,879.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0,2,0,0,10,623,1,1,2.0,0.0,0.0,10.0,1014.0,623.0,1.0,1.0,57121.0,478.0,0.0,2390.0,242346.0,148897.0,239.0,239.0,4.0,0.0,0.0,20.0,2028.0,1246.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10140.0,6230.0,10.0,10.0,1028196.0,631722.0,1014.0,1014.0,388129.0,623.0,623.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,2,0,0,12,623,6,1,2.0,0.0,0.0,12.0,1014.0,623.0,6.0,1.0,57600.0,480.0,0.0,2880.0,243360.0,149520.0,1440.0,240.0,4.0,0.0,0.0,24.0,2028.0,1246.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,12168.0,7476.0,72.0,12.0,1028196.0,631722.0,6084.0,1014.0,388129.0,3738.0,623.0,36.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,3,1,0,14,113,3,2,3.0,1.0,0.0,14.0,1014.0,113.0,3.0,2.0,58081.0,723.0,241.0,3374.0,244374.0,27233.0,723.0,482.0,9.0,3.0,0.0,42.0,3042.0,339.0,9.0,6.0,1.0,0.0,14.0,1014.0,113.0,2.0,0.0,0.0,196.0,14196.0,1582.0,42.0,28.0,1028196.0,114582.0,3042.0,2028.0,12769.0,339.0,226.0,9.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
