Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,,Semiurban
Male,Yes,0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural
Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural
Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural
Female,Yes,0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban
Female,No,,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban
Male,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural
Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban
Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban
Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban
Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,,Urban
Male,No,0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural
Male,No,0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural
Male,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban
Male,No,0,Graduate,No,5124,0.0,124.0,,0.0,Rural
Male,Yes,1,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural
Female,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural
Male,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban
Female,No,0,Graduate,,2764,1459.0,110.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban
Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,4310,0.0,130.0,360.0,,Semiurban
Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban
Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban
Male,Yes,0,Graduate,,3333,2500.0,128.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban
Female,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban
Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban
Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban
Male,No,1,Graduate,,3667,0.0,113.0,180.0,1.0,Urban
Male,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban
Male,Yes,0,Not Graduate,No,3010,3136.0,,360.0,0.0,Urban
Male,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural
Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural
Male,Yes,3+,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,,Urban
Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban
Male,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban
Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,,Semiurban
Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban
Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban
Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural
Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban
Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban
Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural
Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban
Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban
Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural
Female,No,0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban
Male,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban
Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural
Male,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban
Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural
Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,,6256,0.0,160.0,360.0,,Urban
Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural
Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural
Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban
Female,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban
Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban
Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural
Female,No,0,Not Graduate,No,2720,0.0,80.0,,0.0,Urban
Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban
Male,Yes,1,Graduate,No,7250,1667.0,110.0,,0.0,Urban
Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural
Female,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural
Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural
Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban
Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural
Male,No,0,Graduate,,12876,0.0,405.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban
Female,,,Graduate,No,10047,0.0,,240.0,1.0,Semiurban
Male,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,2213,1125.0,,360.0,1.0,Urban
Male,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban
Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural
Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural
Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban
Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,,Rural
Male,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural
Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural
Male,Yes,0,Graduate,,3539,1376.0,55.0,360.0,1.0,Rural
Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural
Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,,Semiurban
Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural
Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,,Urban
Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural
Male,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural
Male,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban
Male,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban
,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,,Semiurban
Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban
Male,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural
Female,No,1,Not Graduate,,5191,0.0,132.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban
Male,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural
Male,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban
,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban
Female,Yes,2,Not Graduate,,210,2917.0,98.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban
Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban
Male,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural
Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban
Female,No,0,Graduate,Yes,2500,0.0,93.0,360.0,,Urban
Male,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural
Male,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural
Male,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban
,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban
Male,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,2947,1603.0,,360.0,1.0,Urban
Female,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural
Male,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban
Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural
Male,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural
Male,Yes,1,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban
Male,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban
Male,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,,Semiurban
Male,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,,Urban
Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural
Female,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural
Female,Yes,1,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban
Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,,Urban
Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural
Female,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural
Female,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban
Male,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,,Rural
Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban
Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,,Urban
,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban
Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban
Female,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban
Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural
Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban
Male,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural
Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural
Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban
Male,Yes,,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban
Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban
Female,No,0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural
Male,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban
Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural
Male,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural
Male,No,0,Graduate,No,4680,2087.0,,360.0,1.0,Semiurban
Male,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban
Male,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban
Male,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban
Male,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,,Rural
Male,Yes,3+,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban
Male,No,2,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural
Male,No,1,Graduate,No,11250,0.0,196.0,360.0,,Semiurban
Female,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban
Male,No,0,Not Graduate,,2550,2042.0,126.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban
Male,No,2,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban
Male,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural
Male,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural
Female,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban
Female,No,0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban
Female,No,1,Graduate,,3652,0.0,95.0,360.0,1.0,Semiurban
Male,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban
Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,,Semiurban
Male,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural
Male,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban
Male,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural
Female,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban
Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural
Male,Yes,2,Graduate,Yes,6633,0.0,,360.0,0.0,Rural
Male,Yes,1,Not Graduate,No,2492,2375.0,,360.0,1.0,Rural
Male,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban
Male,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban
Male,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural
Male,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban
Female,No,0,Graduate,No,2667,1625.0,84.0,360.0,,Urban
Male,Yes,3+,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban
Female,Yes,0,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban
Male,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban
Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural
Male,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban
Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,,Rural
Male,No,0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban
Male,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural
Female,No,0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban
Male,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban
Male,Yes,,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban
Male,Yes,2,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban
Male,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban
Male,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban
,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban
Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban
Male,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural
Male,No,0,Graduate,,3182,2917.0,161.0,360.0,1.0,Urban
Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban
Female,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban
Male,Yes,1,Graduate,No,1880,0.0,61.0,360.0,,Rural
Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural
Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural
Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban
Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban
,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban
Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban
Male,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban
,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural
Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban
Male,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural
Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural
Male,No,,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban
Male,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural
Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban
Female,No,3+,Graduate,,416,41667.0,350.0,180.0,,Urban
Male,Yes,0,Not Graduate,,2894,2792.0,155.0,360.0,1.0,Rural
Male,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban
Male,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural
Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban
Male,Yes,0,Not Graduate,No,2400,3800.0,,180.0,1.0,Urban
Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban
Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural
Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural
Female,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural
Male,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural
Male,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban
Male,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban
Female,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban
Male,Yes,0,Graduate,No,5720,0.0,110.0,360.0,1.0,Urban
Male,Yes,1,Graduate,No,3076,1500.0,126.0,360.0,1.0,Urban
Male,Yes,2,Graduate,No,5000,1800.0,208.0,360.0,1.0,Urban
Male,Yes,2,Graduate,No,2340,2546.0,100.0,360.0,,Urban
Male,No,0,Not Graduate,No,3276,0.0,78.0,360.0,1.0,Urban
Male,Yes,0,Not Graduate,Yes,2165,3422.0,152.0,360.0,1.0,Urban
Female,No,1,Not Graduate,No,2226,0.0,59.0,360.0,1.0,Semiurban
Male,Yes,2,Not Graduate,No,3881,0.0,147.0,360.0,0.0,Rural
Male,Yes,2,Graduate,,13633,0.0,280.0,240.0,1.0,Urban
Male,No,0,Not Graduate,No,2400,2400.0,123.0,360.0,1.0,Semiurban
Male,No,0,Not Graduate,No,3091,0.0,90.0,360.0,1.0,Urban
Male,Yes,1,Graduate,,2185,1516.0,162.0,360.0,1.0,Semiurban
Male,No,3+,Graduate,No,4166,0.0,40.0,180.0,,Urban
Male,Yes,2,Graduate,,12173,0.0,166.0,360.0,0.0,Semiurban
Female,No,0,Graduate,No,4666,0.0,124.0,360.0,1.0,Semiurban
Male,No,1,Graduate,No,5667,0.0,131.0,360.0,1.0,Urban
Male,Yes,2,Graduate,No,4583,2916.0,200.0,360.0,1.0,Urban
Male,Yes,3+,Graduate,No,3786,333.0,126.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,9226,7916.0,300.0,360.0,1.0,Urban
Male,No,0,Graduate,No,1300,3470.0,100.0,180.0,1.0,Semiurban
Male,Yes,1,Not Graduate,No,1888,1620.0,48.0,360.0,1.0,Urban
Female,No,3+,Not Graduate,No,2083,0.0,28.0,180.0,1.0,Urban
,No,0,Graduate,No,3909,0.0,101.0,360.0,1.0,Urban
Female,No,0,Not Graduate,No,3765,0.0,125.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,5400,4380.0,290.0,360.0,1.0,Urban
Male,No,0,Graduate,No,0,24000.0,148.0,360.0,0.0,Rural
Male,Yes,2,Graduate,No,4363,1250.0,140.0,360.0,,Urban
Male,Yes,0,Graduate,No,7500,3750.0,275.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,3772,833.0,57.0,360.0,,Semiurban
Male,No,0,Graduate,No,2942,2382.0,125.0,180.0,1.0,Urban
Female,No,0,Not Graduate,No,2478,0.0,75.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,6250,820.0,192.0,360.0,1.0,Urban
Male,No,0,Graduate,No,3268,1683.0,152.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,2783,2708.0,158.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,2740,1541.0,101.0,360.0,1.0,Urban
Male,No,0,Graduate,No,3150,0.0,176.0,360.0,0.0,Semiurban
Male,Yes,2,Graduate,,7350,4029.0,185.0,180.0,1.0,Urban
Male,Yes,0,Graduate,Yes,2267,2792.0,90.0,360.0,1.0,Urban
Male,No,0,Graduate,Yes,5833,0.0,116.0,360.0,1.0,Urban
Male,No,0,Graduate,No,3643,1963.0,138.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,5629,818.0,100.0,360.0,1.0,Urban
Female,No,0,Graduate,No,3644,0.0,110.0,360.0,1.0,Urban
Male,Yes,0,Not Graduate,No,1750,2024.0,90.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,6500,2600.0,200.0,360.0,1.0,Semiurban
Female,No,0,Graduate,No,3666,0.0,84.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,4260,3900.0,185.0,,,Urban
Male,Yes,,Not Graduate,No,4163,1475.0,162.0,360.0,1.0,Urban
Male,No,0,Not Graduate,No,2356,1902.0,108.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,6792,3338.0,187.0,,1.0,Urban
Male,Yes,3+,Not Graduate,Yes,8000,250.0,187.0,360.0,1.0,Semiurban
Male,Yes,1,Graduate,No,2419,1707.0,124.0,360.0,1.0,Urban
,Yes,3+,Not Graduate,No,3500,833.0,120.0,360.0,1.0,Semiurban
Male,Yes,1,Graduate,No,3500,3077.0,160.0,360.0,1.0,Semiurban
Male,Yes,2,Graduate,No,4116,1000.0,30.0,180.0,1.0,Urban
Male,Yes,0,Not Graduate,Yes,5293,0.0,92.0,360.0,1.0,Urban
Male,No,0,Graduate,No,2750,0.0,130.0,360.0,0.0,Urban
Female,No,0,Not Graduate,No,4402,0.0,130.0,360.0,1.0,Rural
Male,Yes,2,Graduate,No,3613,3539.0,134.0,180.0,1.0,Semiurban
Female,Yes,2,Graduate,No,2779,3664.0,176.0,360.0,0.0,Semiurban
Male,Yes,3+,Graduate,No,4720,0.0,90.0,180.0,1.0,Semiurban
Male,Yes,0,Not Graduate,No,2415,1721.0,110.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,Yes,7016,292.0,125.0,360.0,1.0,Urban
Female,No,2,Graduate,No,4968,0.0,189.0,360.0,1.0,Semiurban
Female,No,0,Graduate,No,2101,1500.0,108.0,360.0,0.0,Rural
Male,Yes,3+,Not Graduate,No,4490,0.0,125.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,2917,3583.0,138.0,360.0,1.0,Semiurban
Male,Yes,0,Not Graduate,No,4700,0.0,135.0,360.0,0.0,Semiurban
Male,Yes,0,Graduate,No,3445,0.0,130.0,360.0,0.0,Semiurban
Male,Yes,0,Graduate,No,7666,0.0,187.0,360.0,1.0,Semiurban
Male,Yes,0,Graduate,No,2458,5105.0,188.0,360.0,0.0,Rural
Female,No,,Graduate,No,3250,0.0,95.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,4463,0.0,65.0,360.0,1.0,Semiurban
Male,Yes,1,Graduate,,4083,1775.0,139.0,60.0,1.0,Urban
Male,Yes,0,Graduate,Yes,3900,2094.0,232.0,360.0,1.0,Rural
Male,Yes,0,Not Graduate,No,4750,3583.0,144.0,360.0,1.0,Semiurban
Male,No,0,Graduate,No,3583,3435.0,155.0,360.0,1.0,Urban
Male,Yes,0,Graduate,No,3189,2367.0,186.0,360.0,1.0,Urban
Male,No,0,Graduate,Yes,6356,0.0,50.0,360.0,1.0,Rural
Male,Yes,1,Graduate,No,3413,4053.0,,360.0,1.0,Semiurban
Female,Yes,0,Graduate,No,7950,0.0,185.0,360.0,1.0,Urban
Male,Yes,3+,Graduate,No,3829,1103.0,163.0,360.0,0.0,Urban
Male,Yes,3+,Graduate,No,72529,0.0,360.0,360.0,1.0,Urban
Male,Yes,2,Not Graduate,No,4136,0.0,149.0,480.0,0.0,Rural
